thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_4.keys,key_resp_3.rt,key_resp_3.duration,key_resp_4.rt,key_resp_4.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,lsl_stream.started,lsl_stream.stopped,setup.started,setup.stopped,welcome.started,welcomeimg.started,key_resp.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction.started,instructionimg.started,key_resp_2.started,instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fixation.started,cross.started,cross.stopped,fixation.stopped,trigger,face.started,faceStim.started,key_resp_3.started,faceStim.stopped,key_resp_3.stopped,face.stopped,trials.key_resp_3.keys,break_2.started,break_2.stopped,trials.key_resp_4.keys,trials.key_resp_3.rt,trials.key_resp_3.duration,breakimg.started,break2img.started,key_resp_4.started,breakimg.stopped,trials.key_resp_4.rt,trials.key_resp_4.duration,end.started,finish.started,finish.stopped,end.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
6,0,6,None,None,,,,,6,0,6,0,34.32948690000012,,,,,,,,,,,,,,,,,,,,34.313168900000164,34.32948690000012,34.87920519999989,34.863168800000494,1,34.87549230000059,34.87920519999989,34.87920519999989,35.3793040999999,35.3793040999999,35.36308110000027,None,35.36313380000047,35.36316630000056,None,,,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
7,0,7,up,None,0.36757680000027904,None,,,7,0,7,0,35.3793040999999,,,,,,,,,,,,,,,,,,,,35.36336680000022,35.3793040999999,36.24546790000022,36.22982110000066,1,36.241660600000614,36.24546790000022,36.24546790000022,36.74627360000068,36.74627360000068,36.7298193000006,up,36.72987900000044,36.72991390000061,None,0.36757680000027904,None,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
8,0,8,up,None,0.382593999999699,None,,,8,0,8,0,36.74627360000068,,,,,,,,,,,,,,,,,,,,36.73011680000036,36.74627360000068,37.66251379999994,37.646394400000645,1,37.65805610000007,37.66251379999994,37.66251379999994,38.16273809999984,38.16273809999984,38.146496400000615,up,38.146559900000284,38.146596200000204,None,0.382593999999699,None,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
9,0,9,down,None,0.4329674000000523,None,,,9,0,9,0,38.16273809999984,,,,,,,,,,,,,,,,,,,,38.14677329999995,38.16273809999984,39.012095600000066,38.99620279999999,2,39.007359400000496,39.012095600000066,39.012095600000066,,,39.496510099999796,down,39.496581100000185,39.49660370000038,None,0.4329674000000523,None,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
10,0,10,up,None,0.4534427999997206,None,,,10,0,10,0,39.51302149999992,,,,,,,,,,,,,,,,,,,,39.496756300000015,39.51302149999992,40.4956071000006,40.47921730000053,1,40.49192360000052,40.4956071000006,40.4956071000006,,,40.979535000000396,up,40.97961600000053,40.97965230000045,None,0.4534427999997206,None,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
11,0,11,None,None,,,,,11,0,11,0,40.99596240000028,,,,,,,,,,,,,,,,,,,,40.979855300000054,40.99596240000028,41.77877400000034,41.76299720000043,2,41.77599590000045,41.77877400000034,41.77877400000034,42.279587699999865,42.279587699999865,42.26282010000068,None,42.26285860000007,42.26287649999995,None,,,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
12,0,12,up,None,0.38831540000046516,None,,,12,0,12,0,42.279587699999865,,,,,,,,,,,,,,,,,,,,42.26299800000015,42.279587699999865,42.92872460000035,42.91323139999986,1,42.9256249,42.92872460000035,42.92872460000035,43.42938910000066,43.42938910000066,43.41327319999982,up,43.41334240000015,43.41336300000057,None,0.38831540000046516,None,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
13,0,13,up,None,0.4116273999998157,None,,,13,0,13,0,43.42938910000066,,,,,,,,,,,,,,,,,,,,43.41349369999989,43.42938910000066,44.14544190000015,44.12970990000031,1,44.14214600000014,44.14544190000015,44.14544190000015,44.64612300000044,44.64612300000044,44.629775500000505,up,44.62983780000013,44.6298697000002,None,0.4116273999998157,None,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
14,0,14,None,None,,,,,14,0,14,0,44.64612300000044,,,,,,,,,,,,,,,,,,,,44.630084700000225,44.64612300000044,45.31261390000054,45.296397300000535,2,45.308276800000385,45.31261390000054,45.31261390000054,45.8129426000005,45.8129426000005,45.79609990000063,None,45.796152599999914,45.79618620000019,None,,,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
15,0,15,up,None,0.4310900999998921,None,,,15,0,15,0,45.8129426000005,,,,,,,,,,,,,,,,,,,,45.79637520000051,45.8129426000005,46.645942000000105,46.62981110000055,1,46.641247500000645,46.645942000000105,46.645942000000105,47.1460461000006,47.1460461000006,47.12973659999989,up,47.129777600000125,47.129795700000614,None,0.4310900999998921,None,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
16,0,16,None,None,,,,,16,0,16,0,47.1460461000006,,,,,,,,,,,,,,,,,,,,47.1299355000001,47.1460461000006,48.12908140000036,48.11324440000044,1,48.125671599999805,48.12908140000036,48.12908140000036,48.62973020000027,48.62973020000027,48.613288999999895,None,48.61333470000045,48.61335280000003,None,,,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
17,0,17,up,None,0.4621603999994477,None,,,17,0,17,0,48.62973020000027,,,,,,,,,,,,,,,,,,,,48.61348249999992,48.62973020000027,49.2789085000004,49.26292210000065,1,49.27586000000065,49.2789085000004,49.2789085000004,,,49.76316120000047,up,49.76323349999984,49.763258800000585,None,0.4621603999994477,None,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
18,0,18,None,None,,,,,18,0,18,0,49.779596800000036,,,,,,,,,,,,,,,,,,,,49.76341430000048,49.779596800000036,50.295534700000644,50.27959180000016,2,50.29133230000025,50.295534700000644,50.295534700000644,50.79563539999981,50.79563539999981,50.77970540000024,None,50.77976639999997,50.77979950000008,None,,,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
19,0,19,up,None,0.39745270000003075,None,,,19,0,19,0,50.79563539999981,,,,,,,,,,,,,,,,,,,,50.77999210000053,50.79563539999981,51.695524300000216,51.67979770000056,1,51.69170310000027,51.695524300000216,51.695524300000216,52.19631010000012,52.19631010000012,52.17988770000011,up,52.17995040000005,52.17998280000029,None,0.39745270000003075,None,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
20,0,20,None,None,,,,,20,0,20,0,52.19631010000012,,,,,,,,,,,,,,,,,,,,52.18017280000004,52.19631010000012,52.91205530000025,52.896390700000666,1,52.90734440000051,52.91205530000025,52.91205530000025,53.412919899999906,53.412919899999906,53.396508200000426,None,53.39656980000018,53.39660340000046,None,,,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
21,0,21,None,None,,,,,21,0,21,0,53.412919899999906,,,,,,,,,,,,,,,,,,,,53.396797600000355,53.412919899999906,54.11211600000024,54.096219900000506,2,54.10875670000041,54.11211600000024,54.11211600000024,54.61257079999996,54.61257079999996,54.59616129999995,None,54.59621550000065,54.59625050000068,None,,,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
22,0,22,None,None,,,,,22,0,22,0,54.61257079999996,,,,,,,,,,,,,,,,,,,,54.596437799999876,54.61257079999996,55.329223900000216,55.31320930000038,2,55.32504490000065,55.329223900000216,55.329223900000216,55.8295420000004,55.8295420000004,55.81291670000064,None,55.81296960000054,55.81300240000019,None,,,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
23,0,23,None,None,,,,,23,0,23,0,55.8295420000004,,,,,,,,,,,,,,,,,,,,55.81318689999989,55.8295420000004,56.3620977999999,56.345943199999965,1,56.35817709999992,56.3620977999999,56.3620977999999,56.862644400000136,56.862644400000136,56.84578440000041,None,56.84584720000021,56.84588059999987,None,,,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
24,0,24,up,None,0.25588820000029955,0.15998550000040268,,,24,0,24,0,56.862644400000136,,,,,,,,,,,,,,,,,,,,56.846093799999835,56.862644400000136,57.42922330000056,57.413165500000105,2,57.42516930000056,57.42922330000056,57.42922330000056,57.929460299999846,57.929460299999846,57.91317530000015,up,57.91323590000047,57.91327850000016,None,0.25588820000029955,0.15998550000040268,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
25,0,25,up,None,0.4101634999997259,None,,,25,0,25,0,57.929460299999846,,,,,,,,,,,,,,,,,,,,57.91353530000015,57.929460299999846,58.57892340000035,58.5629828000001,2,58.57531830000062,58.57892340000035,58.57892340000035,59.07944240000052,59.07944240000052,59.06319200000053,up,59.06326580000041,59.063299200000074,None,0.4101634999997259,None,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
26,0,26,None,None,,,,,26,0,26,0,59.07944240000052,,,,,,,,,,,,,,,,,,,,59.06349880000016,59.07944240000052,59.59594190000007,59.579671399999825,2,59.59241540000039,59.59594190000007,59.59594190000007,60.096153100000265,60.096153100000265,60.07974740000009,None,60.07980140000018,60.07983520000016,None,,,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
27,0,27,down,None,0.42527810000046884,None,,,27,0,27,0,60.096153100000265,,,,,,,,,,,,,,,,,,,,60.07999440000003,60.096153100000265,60.795793799999956,60.77996280000025,2,60.792918900000586,60.795793799999956,60.795793799999956,61.295879799999966,61.295879799999966,61.279204800000116,down,61.279265099999975,61.279297099999894,None,0.42527810000046884,None,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
28,0,28,down,None,0.38844630000039615,None,,,28,0,28,0,61.295879799999966,,,,,,,,,,,,,,,,,,,,61.2794885000003,61.295879799999966,61.91250620000028,61.89629530000002,2,61.90889570000036,61.91250620000028,61.91250620000028,62.412846700000046,62.412846700000046,62.39570960000037,down,62.39575049999985,62.39576970000053,None,0.38844630000039615,None,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
29,0,29,down,None,0.42515949999960867,None,,,29,0,29,0,62.412846700000046,,,,,,,,,,,,,,,,,,,,62.395891799999845,62.412846700000046,63.19590590000007,63.17972590000045,2,63.1914155000004,63.19590590000007,63.19590590000007,63.69588660000045,63.69588660000045,63.67953149999994,down,63.679593800000475,63.67962830000033,None,0.42515949999960867,None,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
30,0,30,None,None,,,,,30,0,30,0,63.69588660000045,,,,,,,,,,,,,,,,,,,,63.679817600000206,63.69588660000045,64.5456592999999,64.52976360000048,1,64.54187400000046,64.5456592999999,64.5456592999999,65.04596610000044,65.04596610000044,65.02984840000045,None,65.02990150000005,65.0299372999998,None,,,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
31,0,31,None,None,,,,,31,0,31,0,65.04596610000044,,,,,,,,,,,,,,,,,,,,65.03013330000067,65.04596610000044,65.77873200000067,65.76302620000024,2,65.77519740000025,65.77873200000067,65.77873200000067,,,66.26321540000026,None,66.2632781000002,66.26330030000008,None,,,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
32,0,32,up,None,0.40949430000000575,None,,,32,0,32,0,66.27935890000026,,,,,,,,,,,,,,,,,,,,66.26345700000002,66.27935890000026,67.19547390000025,67.17965230000027,1,67.1920839000004,67.19547390000025,67.19547390000025,67.69626130000051,67.69626130000051,67.67966080000042,up,67.6797172000006,67.67974709999999,None,0.40949430000000575,None,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
33,0,33,None,None,,,,,33,0,33,0,67.69626130000051,,,,,,,,,,,,,,,,,,,,67.67992390000018,67.69626130000051,68.31261300000006,68.29649550000067,1,68.30832250000003,68.31261300000006,68.31261300000006,68.81251229999998,68.81251229999998,68.79570630000035,None,68.79574540000067,68.7957637999998,None,,,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
34,0,34,None,None,,,,,34,0,34,0,68.81251229999998,,,,,,,,,,,,,,,,,,,,68.7958849000006,68.81251229999998,69.3289722999998,69.3130430000001,1,69.32549930000005,69.3289722999998,69.3289722999998,69.82954550000068,69.82954550000068,69.81323979999979,None,69.81329960000039,69.81333280000035,None,,,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
35,0,35,up,None,0.2476131000003079,0.1521351000001232,,,35,0,35,0,69.82954550000068,,,,,,,,,,,,,,,,,,,,69.8135342000005,69.82954550000068,70.6453988000003,70.62961499999983,2,70.64259000000038,70.6453988000003,70.6453988000003,71.14605720000054,71.14605720000054,71.12963130000026,up,71.12967610000032,71.12969560000056,None,0.2476131000003079,0.1521351000001232,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
36,0,36,up,None,0.37219509999977163,None,,,36,0,36,0,71.14605720000054,,,,,,,,,,,,,,,,,,,,71.12982340000053,71.14605720000054,72.12891029999992,72.11243240000022,1,72.12542480000047,72.12891029999992,72.12891029999992,,,72.61311010000009,up,72.61316720000013,72.61318970000048,None,0.37219509999977163,None,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
37,0,37,up,None,0.4378338000005897,None,,,37,0,37,0,72.62967939999999,,,,,,,,,,,,,,,,,,,,72.61332730000049,72.62967939999999,73.27912710000055,73.26331949999985,1,73.27612860000045,73.27912710000055,73.27912710000055,73.77940330000001,73.77940330000001,73.76287450000018,up,73.76292230000035,73.7629420000003,None,0.4378338000005897,None,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
38,0,38,None,None,,,,,38,0,38,0,73.77940330000001,,,,,,,,,,,,,,,,,,,,73.76306810000005,73.77940330000001,74.49549329999991,74.47959499999979,2,74.49110670000027,74.49549329999991,74.49549329999991,74.99633510000058,74.99633510000058,74.97970179999993,None,74.97973940000065,74.9797580000004,None,,,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
39,0,39,None,None,,,,,39,0,39,0,74.99633510000058,,,,,,,,,,,,,,,,,,,,74.97988320000059,74.99633510000058,75.61220440000034,75.5961900000002,1,75.6086507,75.61220440000034,75.61220440000034,76.11270180000065,76.11270180000065,76.09618440000031,None,76.09623350000038,76.09626670000034,None,,,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
40,0,40,None,None,,,,,40,0,40,0,76.11270180000065,,,,,,,,,,,,,,,,,,,,76.09644060000028,76.11270180000065,77.0621842999999,77.04617909999979,1,77.05880080000043,77.0621842999999,77.0621842999999,77.56237450000026,77.56237450000026,77.54582750000009,None,77.54588160000003,77.54591940000046,None,,,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
41,0,41,up,None,0.3541912999999113,None,,,41,0,41,0,77.56237450000026,,,,,,,,,,,,,,,,,,,,77.54610730000059,77.56237450000026,78.37874800000009,78.36243370000011,1,78.37408460000006,78.37874800000009,78.37874800000009,,,78.86286840000048,up,78.86292560000038,78.8629461999999,None,0.3541912999999113,None,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
42,0,42,None,None,,,,,42,0,42,0,78.87933580000026,,,,,,,,,,,,,,,,,,,,78.8630849000001,78.87933580000026,79.87909339999987,79.86312660000021,2,79.87591659999998,79.87909339999987,79.87909339999987,80.37924480000038,80.37924480000038,80.36315360000026,None,80.36320570000044,80.36323810000067,None,,,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
43,0,43,None,None,,,,,43,0,43,0,80.37924480000038,,,,,,,,,,,,,,,,,,,,80.36343140000008,80.37924480000038,80.89579790000062,80.87958560000061,2,80.89119440000013,80.89579790000062,80.89579790000062,81.39596960000017,81.39596960000017,81.37910370000009,None,81.3791554999998,81.37919160000001,None,,,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
44,0,44,up,None,0.41048330000012356,None,,,44,0,44,0,81.39596960000017,,,,,,,,,,,,,,,,,,,,81.3793770000002,81.39596960000017,82.36250930000006,82.34649030000037,1,82.35888260000047,82.36250930000006,82.36250930000006,82.8627421000001,82.8627421000001,82.84642020000047,up,82.84647790000054,82.84650630000033,None,0.41048330000012356,None,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
45,0,45,None,None,,,,,45,0,45,0,82.8627421000001,,,,,,,,,,,,,,,,,,,,82.8466782000005,82.8627421000001,83.81218239999998,83.79635830000007,1,83.81009890000041,83.81218239999998,83.81218239999998,84.31220080000003,84.31220080000003,84.29653250000047,None,84.29658710000058,84.29661990000022,None,,,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
46,0,46,None,None,,,,,46,0,46,0,84.31220080000003,,,,,,,,,,,,,,,,,,,,84.29681530000016,84.31220080000003,84.91198789999999,84.89645480000036,1,84.90927280000051,84.91198789999999,84.91198789999999,85.41274870000052,85.41274870000052,85.39642370000001,None,85.39647370000057,85.39649330000066,None,,,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
47,0,47,None,None,,,,,47,0,47,0,85.41274870000052,,,,,,,,,,,,,,,,,,,,85.3966433000005,85.41274870000052,86.26243140000042,86.24629199999981,2,86.25879010000062,86.26243140000042,86.26243140000042,86.76277970000046,86.76277970000046,86.74635930000022,None,86.74640610000006,86.7464245000001,None,,,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
48,0,48,None,None,,,,,48,0,48,0,86.76277970000046,,,,,,,,,,,,,,,,,,,,86.74655770000027,86.76277970000046,87.56208409999999,87.54585170000064,2,87.5572559000002,87.56208409999999,87.56208409999999,,,88.04632459999993,None,88.0463905000006,88.04643290000058,None,,,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
49,0,49,None,None,,,,,49,0,49,0,88.06231430000025,,,,,,,,,,,,,,,,,,,,88.04663840000012,88.06231430000025,88.5787919000004,88.56241800000043,1,88.57362310000008,88.5787919000004,88.5787919000004,,,89.06302050000068,None,89.06308220000028,89.0631198000001,None,,,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
50,0,50,None,None,,,,,50,0,50,0,89.07948550000037,,,,,,,,,,,,,,,,,,,,89.06331649999993,89.07948550000037,89.97874430000047,89.96302420000029,2,89.97461720000047,89.97874430000047,89.97874430000047,90.47883009999987,90.47883009999987,90.46292989999984,None,90.46298240000033,90.46301519999997,None,,,,,,,,,,,,,007,001,2026-01-28_15h59.42.276,NESC3137_EEG_experiment,,2025.1.1,59.9663468862097,2026-01-28 16h00.19.980177 -0400,
