thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_4.keys,key_resp_3.rt,key_resp_3.duration,key_resp_4.rt,key_resp_4.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,lsl_stream.started,lsl_stream.stopped,setup.started,setup.stopped,welcome.started,welcomeimg.started,key_resp.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction.started,instructionimg.started,key_resp_2.started,instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fixation.started,cross.started,cross.stopped,fixation.stopped,trigger,face.started,faceStim.started,key_resp_3.started,face.stopped,trials.key_resp_3.keys,break_2.started,break_2.stopped,trials.key_resp_4.keys,trials.key_resp_3.rt,trials.key_resp_3.duration,faceStim.stopped,key_resp_3.stopped,breakimg.started,break2img.started,key_resp_4.started,breakimg.stopped,trials.key_resp_4.rt,trials.key_resp_4.duration,end.started,finish.started,finish.stopped,end.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
6,0,6,None,None,,,,,6,0,6,0,17.146025100009865,,,,,,,,,,,,,,,,,,,,17.14094450000266,17.146025100009865,17.741172100009862,17.723298500000965,1,17.737850999998045,17.741172100009862,17.741172100009862,18.22849860000133,None,18.22854979999829,18.228580599999987,None,,,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
7,0,7,None,None,,,,,7,0,7,0,18.23521769999934,,,,,,,,,,,,,,,,,,,,18.22875730000669,18.23521769999934,19.112634300006903,19.09772060000978,1,19.110063100000843,19.112634300006903,19.112634300006903,19.60052480000013,None,19.60056550000445,19.60058320000826,None,,,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
8,0,8,up,None,0.4456552999909036,None,,,8,0,8,0,19.607310200008214,,,,,,,,,,,,,,,,,,,,19.60070049999922,19.607310200008214,20.28899570000067,20.274288900007377,1,20.28646309999749,20.28899570000067,20.28899570000067,20.775974999996834,up,20.776020400007837,20.776038299998618,None,0.4456552999909036,None,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
9,0,9,None,None,,,,,9,0,9,0,20.782827100003487,,,,,,,,,,,,,,,,,,,,20.77615639999567,20.782827100003487,21.34415920000174,21.324185500008753,2,21.34129589999793,21.34415920000174,21.34415920000174,21.825434099999256,None,21.82549800000561,21.825517799996305,None,,,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
10,0,10,down,None,0.41080610000062734,None,,,10,0,10,0,21.831415000007837,,,,,,,,,,,,,,,,,,,,21.8256812000036,21.831415000007837,22.77141610000399,22.756521500006784,2,22.76930650000577,22.77141610000399,22.77141610000399,23.259118200003286,down,23.25916070000676,23.25917790000676,None,0.41080610000062734,None,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
11,0,11,None,None,,,,,11,0,11,0,23.26731199999631,,,,,,,,,,,,,,,,,,,,23.2592919000017,23.26731199999631,23.899589100008598,23.88548029999947,1,23.897542699996848,23.899589100008598,23.899589100008598,24.387155500007793,None,24.387209299995448,24.387241700009326,None,,,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
12,0,12,down,None,0.391225300001679,None,,,12,0,12,0,24.3936010000034,,,,,,,,,,,,,,,,,,,,24.387418600003002,24.3936010000034,25.21553159999894,25.200533199997153,2,25.21361249999609,25.21553159999894,25.21553159999894,25.703612500001327,down,25.70368170000438,25.70372259999567,None,0.391225300001679,None,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
13,0,13,down,None,0.38394489999336656,None,,,13,0,13,0,25.710457599998335,,,,,,,,,,,,,,,,,,,,25.70392680000805,25.710457599998335,26.254211799998302,26.23937370000931,2,26.252157900002203,26.254211799998302,26.254211799998302,26.742420499998843,down,26.742484900009003,26.74251820000063,None,0.38394489999336656,None,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
14,0,14,down,None,0.35812810000788886,None,,,14,0,14,0,26.748043500003405,,,,,,,,,,,,,,,,,,,,26.742697000008775,26.748043500003405,27.736126800009515,27.720319700005348,2,27.733715000009397,27.736126800009515,27.736126800009515,28.224446899999748,down,28.22449730000517,28.224515000008978,None,0.35812810000788886,None,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
15,0,15,down,None,0.3805705999984639,None,,,15,0,15,0,28.231303799999296,,,,,,,,,,,,,,,,,,,,28.224646800008486,28.231303799999296,28.73787510000693,28.72440930000448,2,28.735706000006758,28.73787510000693,28.73787510000693,29.224868200006313,down,29.22496740000497,29.22500299999956,None,0.3805705999984639,None,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
16,0,16,up,None,0.3207589000085136,None,,,16,0,16,0,29.231939100005548,,,,,,,,,,,,,,,,,,,,29.225164800009225,29.231939100005548,30.045395100009046,30.03122859999712,1,30.043583400009084,30.045395100009046,30.045395100009046,30.532927699998254,up,30.53297100000782,30.532987900005537,None,0.3207589000085136,None,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
17,0,17,up,None,0.33091970000532456,None,,,17,0,17,0,30.539493799995398,,,,,,,,,,,,,,,,,,,,30.53310610000335,30.539493799995398,31.07523499999661,31.06117760000052,1,31.073053800006164,31.07523499999661,31.07523499999661,31.562627000006614,up,31.56266979999782,31.56268750000163,None,0.33091970000532456,None,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
18,0,18,up,None,0.32772499999555293,None,,,18,0,18,0,31.56884269999864,,,,,,,,,,,,,,,,,,,,31.562804900007905,31.56884269999864,32.17439020000165,32.15959530000691,1,32.17225509999844,32.17439020000165,32.17439020000165,32.66130950000661,up,32.66135389999545,32.6613720000023,None,0.32772499999555293,None,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
19,0,19,up,None,0.35216009999567177,None,,,19,0,19,0,32.6695047999965,,,,,,,,,,,,,,,,,,,,32.66148900000553,32.6695047999965,33.349969900009455,33.33560990000842,1,33.347978300007526,33.349969900009455,33.349969900009455,33.83699100000376,up,33.83703350000724,33.837051299997256,None,0.35216009999567177,None,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
20,0,20,up,None,0.2600345999962883,0.19203489999927115,,,20,0,20,0,33.84523960000661,,,,,,,,,,,,,,,,,,,,33.83717100000649,33.84523960000661,34.47411379999539,34.45511049999914,1,34.4706237000064,34.47411379999539,34.47411379999539,34.96164979999594,up,34.96169430000009,34.9617120000039,None,0.2600345999962883,0.19203489999927115,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
21,0,21,down,None,0.35786569998890627,None,,,21,0,21,0,34.968310800002655,,,,,,,,,,,,,,,,,,,,34.96183749999909,34.968310800002655,35.7690952999983,35.75492230000964,2,35.76657160000468,35.7690952999983,35.7690952999983,36.25611299999582,down,36.25615660000767,36.256173900008434,None,0.35786569998890627,None,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
22,0,22,up,None,0.3887900000117952,None,,,22,0,22,0,36.26318989999709,,,,,,,,,,,,,,,,,,,,36.25628800000413,36.26318989999709,36.83347939999658,36.81959440000355,1,36.83162579999771,36.83347939999658,36.83347939999658,37.320465500000864,up,37.32052680000197,37.32055800000671,None,0.3887900000117952,None,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
23,0,23,down,None,0.37448280000535306,None,,,23,0,23,0,37.32759000000078,,,,,,,,,,,,,,,,,,,,37.32072770000377,37.32759000000078,38.01579649999621,38.00183390000893,2,38.01289640000323,38.01579649999621,38.01579649999621,38.503040099996724,down,38.50308320000477,38.50310220000392,None,0.37448280000535306,None,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
24,0,24,up,None,0.28891120001208037,0.16801109998777974,,,24,0,24,0,38.51017720000527,,,,,,,,,,,,,,,,,,,,38.50321979999717,38.51017720000527,39.30123640000238,39.28733120000106,1,39.29940040000656,39.30123640000238,39.30123640000238,39.78835820000677,up,39.78840410000703,39.78842300000542,None,0.28891120001208037,0.16801109998777974,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
25,0,25,up,None,0.34732079999230336,None,,,25,0,25,0,39.795842899999116,,,,,,,,,,,,,,,,,,,,39.78853980000713,39.795842899999116,40.44302560000506,40.42864019999979,1,40.44121790000645,40.44302560000506,40.44302560000506,40.9313145000051,up,40.931375600004685,40.93140729999868,None,0.34732079999230336,None,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
26,0,26,down,None,0.41127229999983683,None,,,26,0,26,0,40.93800989999727,,,,,,,,,,,,,,,,,,,,40.93156409999938,40.93800989999727,41.499258399999235,41.48598250000214,1,41.49742810000316,41.499258399999235,41.499258399999235,41.98641260000295,down,41.986457300008624,41.986474400007864,None,0.41127229999983683,None,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
27,0,27,up,None,0.41387679999752436,None,,,27,0,27,0,41.993072199999006,,,,,,,,,,,,,,,,,,,,41.986596700007794,41.993072199999006,42.84824160000426,42.833602300001075,1,42.84594460000517,42.84824160000426,42.84824160000426,43.33530810000957,up,43.335369399996125,43.335401899996214,None,0.41387679999752436,None,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
28,0,28,down,None,0.36271649999252986,None,,,28,0,28,0,43.34180580000975,,,,,,,,,,,,,,,,,,,,43.33557550000842,43.34180580000975,44.33145159999549,44.31520389999787,2,44.32967340000323,44.33145159999549,44.33145159999549,44.81494769999699,down,44.81499860000622,44.815017500004615,None,0.36271649999252986,None,44.820515900006285,44.820515900006285,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
29,0,29,up,None,0.43958720000227913,None,,,29,0,29,0,44.820515900006285,,,,,,,,,,,,,,,,,,,,44.81517370000074,44.820515900006285,45.606548299998394,45.590800200006925,1,45.604394299996784,45.606548299998394,45.606548299998394,46.09441180000431,up,46.09445390000474,46.09447110000474,None,0.43958720000227913,None,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
30,0,30,down,None,0.3765527999930782,None,,,30,0,30,0,46.10149650000676,,,,,,,,,,,,,,,,,,,,46.09458459999587,46.10149650000676,46.94182960000762,46.92791510000825,2,46.9399362999975,46.94182960000762,46.94182960000762,47.42973270000948,down,47.42982600000687,47.42986230000679,None,0.3765527999930782,None,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
31,0,31,down,None,0.3634821000014199,None,,,31,0,31,0,47.436295799998334,,,,,,,,,,,,,,,,,,,,47.43003889999818,47.436295799998334,48.427401200009626,48.409112900000764,2,48.42439600000216,48.427401200009626,48.427401200009626,48.91483870000229,down,48.9149150000012,48.91493640000408,None,0.3634821000014199,None,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
32,0,32,up,None,0.37548999999125954,None,,,32,0,32,0,48.92233470000792,,,,,,,,,,,,,,,,,,,,48.91505630000029,48.92233470000792,49.726682100008475,49.7135552999971,1,49.72459729999537,49.726682100008475,49.726682100008475,50.213530699998955,up,50.21357180000632,50.213587799997185,None,0.37548999999125954,None,50.22059179999633,50.22059179999633,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
33,0,33,down,None,0.3545295000076294,None,,,33,0,33,0,50.22059179999633,,,,,,,,,,,,,,,,,,,,50.21370210000896,50.22059179999633,51.139625499999966,51.12428040000668,2,51.13757410000835,51.139625499999966,51.139625499999966,51.6278619000077,down,51.62790720000339,51.6279235999973,None,0.3545295000076294,None,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
34,0,34,up,None,0.4115072999993572,None,,,34,0,34,0,51.635516800000914,,,,,,,,,,,,,,,,,,,,51.62803849999909,51.635516800000914,52.2665960000013,52.252546400006395,1,52.26463610000792,52.2665960000013,52.2665960000013,52.75425399999949,up,52.754297999999835,52.75431560000288,None,0.4115072999993572,None,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
35,0,35,down,None,0.35310420001042075,None,,,35,0,35,0,52.761641200006125,,,,,,,,,,,,,,,,,,,,52.75442969999858,52.761641200006125,53.58903499999724,53.57326459999604,2,53.58687140000984,53.58903499999724,53.58903499999724,54.077100299997255,down,54.0771456000075,54.077162500005215,None,0.35310420001042075,None,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
36,0,36,None,None,,,,,36,0,36,0,54.08392730000196,,,,,,,,,,,,,,,,,,,,54.07727629999863,54.08392730000196,54.634883799997624,54.61977530000149,2,54.63310010000714,54.634883799997624,54.634883799997624,55.124396200000774,None,55.124448900009156,55.124469500005944,None,,,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
37,0,37,up,None,0.3864410999958636,None,,,37,0,37,0,55.129962000006344,,,,,,,,,,,,,,,,,,,,55.12461870000698,55.129962000006344,55.8516854000045,55.83918330000597,1,55.84981310000876,55.8516854000045,55.8516854000045,56.338686900009634,up,56.33872139999585,56.33873610000592,None,0.3864410999958636,None,56.34565509999811,56.34565509999811,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
38,0,38,down,None,0.38384619999851566,None,,,38,0,38,0,56.34565509999811,,,,,,,,,,,,,,,,,,,,56.33884480000415,56.34565509999811,56.94235800000024,56.92912280000746,2,56.94042539999646,56.94235800000024,56.94235800000024,57.43085260000953,down,57.43090680000023,57.43092700000852,None,0.38384619999851566,None,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
39,0,39,up,None,0.4540612999990117,None,,,39,0,39,0,57.4366277000081,,,,,,,,,,,,,,,,,,,,57.43105159999686,57.4366277000081,57.99202160000277,57.97832150000613,1,57.98986580000201,57.99202160000277,57.99202160000277,58.478924399998505,up,58.47898539999733,58.47901750000892,None,0.4540612999990117,None,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
40,0,40,down,None,0.3877363000065088,None,,,40,0,40,0,58.48589660000289,,,,,,,,,,,,,,,,,,,,58.47918920000666,58.48589660000289,59.09843880000699,59.083373900008155,2,59.095744999998715,59.09843880000699,59.09843880000699,59.58570029999828,down,59.58577810000861,59.58580110000912,None,0.3877363000065088,None,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
41,0,41,down,None,0.33380839999881573,None,,,41,0,41,0,59.59305270000186,,,,,,,,,,,,,,,,,,,,59.58592929999577,59.59305270000186,60.53631389999646,60.5227542000066,2,60.53403650000109,60.53631389999646,60.53631389999646,61.02458219999971,down,61.02463510000962,61.024654299995746,None,0.33380839999881573,None,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
42,0,42,down,None,0.3666432000027271,None,,,42,0,42,0,61.03031970000302,,,,,,,,,,,,,,,,,,,,61.02479910000693,61.03031970000302,61.607441400003154,61.593023100009304,2,61.60534540000663,61.607441400003154,61.607441400003154,62.094373600004474,down,62.09441720000177,62.09444060000533,None,0.3666432000027271,None,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
43,0,43,up,None,0.32730800000717863,None,,,43,0,43,0,62.10226980000152,,,,,,,,,,,,,,,,,,,,62.09461349999765,62.10226980000152,63.094989699995494,63.08126990000892,1,63.09303920000093,63.094989699995494,63.094989699995494,63.58302059999551,up,63.58306390000507,63.58308240000042,None,0.32730800000717863,None,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
44,0,44,down,None,0.347284799994668,None,,,44,0,44,0,63.58902379999927,,,,,,,,,,,,,,,,,,,,63.583199000000604,63.58902379999927,64.23526509999647,64.22161540000525,2,64.23320040000544,64.23526509999647,64.23526509999647,64.72225930000423,down,64.72230280000076,64.72232549999899,None,0.347284799994668,None,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
45,0,45,up,None,0.36500160000286996,None,,,45,0,45,0,64.72890650000772,,,,,,,,,,,,,,,,,,,,64.72243829999934,64.72890650000772,65.68105710000964,65.66678939999838,1,65.67912319999596,65.68105710000964,65.68105710000964,66.16922870000417,up,66.16930570000841,66.16933089999657,None,0.36500160000286996,None,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
46,0,46,down,None,0.3887200000026496,None,,,46,0,46,0,66.1749470000068,,,,,,,,,,,,,,,,,,,,66.16951520000293,66.1749470000068,66.99410870000429,66.98079100000905,2,66.99171780000324,66.99410870000429,66.99410870000429,67.48175160000392,down,67.48180390000925,67.481826800009,None,0.3887200000026496,None,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
47,0,47,down,None,0.4259297999960836,None,,,47,0,47,0,67.4888546000002,,,,,,,,,,,,,,,,,,,,67.48196669999743,67.4888546000002,68.39620970000396,68.38404160000209,2,68.39437880000332,68.39620970000396,68.39620970000396,68.8849290000071,down,68.8849773999973,68.88500070000009,None,0.4259297999960836,None,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
48,0,48,up,None,0.398190899999463,None,,,48,0,48,0,68.89144190000661,,,,,,,,,,,,,,,,,,,,68.88517750000756,68.89144190000661,69.76784719999705,69.75219369999832,1,69.76560870000685,69.76784719999705,69.76784719999705,70.2554616999987,up,70.25550579999981,70.25552350000362,None,0.398190899999463,None,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
49,0,49,up,None,0.3602080999989994,None,,,49,0,49,0,70.26223619999655,,,,,,,,,,,,,,,,,,,,70.2556396,70.26223619999655,71.26211920000787,71.24928040000668,1,71.26028830000723,71.26211920000787,71.26211920000787,71.74938429999747,up,71.74944549999782,71.7494766000018,None,0.3602080999989994,None,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
50,0,50,down,None,0.4109438000014052,None,,,50,0,50,0,71.75694230000954,,,,,,,,,,,,,,,,,,,,71.74965030000021,71.75694230000954,72.3472674000077,72.33250889999908,2,72.34538909999537,72.3472674000077,72.3472674000077,72.83447950000118,down,72.8345493000088,72.83458199999586,None,0.4109438000014052,None,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
51,0,51,down,None,0.3279753999959212,0.15173430000140797,,,51,0,51,0,72.84165909999865,,,,,,,,,,,,,,,,,,,,72.83475609999732,72.84165909999865,73.81473929999629,73.79967150000448,2,73.81254140000965,73.81473929999629,73.81473929999629,74.30198669999663,down,74.30203049999545,74.30204760000925,None,0.3279753999959212,0.15173430000140797,,,,,,,,,,,,,003,001,2026-01-21_16h26.10.246,NESC3137_EEG_experiment,,2025.1.1,141.96801744858067,2026-01-21 16h26.32.575469 -0400,
