thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,lsl_stream.started,lsl_stream.stopped,setup.started,setup.stopped,welcome.started,welcomeimg.started,key_resp.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction.started,instructionimg.started,key_resp_2.started,instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fixation.started,cross.started,cross.stopped,fixation.stopped,trigger,face.started,faceStim.started,key_resp_3.started,faceStim.stopped,key_resp_3.stopped,face.stopped,trials.key_resp_3.keys,trials.key_resp_3.rt,trials.key_resp_3.duration,break_2.started,break_2.stopped,trials.key_resp_4.keys,breakimg.started,breakimg.stopped,break2img.started,key_resp_4.started,trials.key_resp_4.rt,trials.key_resp_4.duration,end.started,finish.started,finish.stopped,end.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,0.15894310001749545,0.15901910001412034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
,,,,,,,,,,,,,,,,,0.15903680003248155,0.15905960008967668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
,,,,,,,,,,,,,,,,,,,0.1591093000024557,0.16442500008270144,0.16442500008270144,17.44831760006491,space,17.276010799920186,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
92,0,92,down,0.4120903000002727,None,None,,,92,0,92,0,135.293103300035,,,,,,,,,,,,,,,,,,,,135.28923230001237,135.293103300035,135.86406789999455,135.85981570009608,2,135.86166920000687,135.86406789999455,135.86406789999455,136.34854120004456,136.34854120004456,136.34766940004192,down,0.4120903000002727,None,136.34770680009387,136.3477220000932,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
93,0,93,down,0.3471447000047192,None,None,,,93,0,93,0,136.34854120004456,,,,,,,,,,,,,,,,,,,,136.34784070006572,136.34854120004456,137.08062390005216,137.0767517000204,2,137.07857480004895,137.08062390005216,137.08062390005216,137.56827770010568,137.56827770010568,137.56430010008626,down,0.3471447000047192,None,137.56435700005386,137.5643864000449,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
94,0,94,up,0.38538649992551655,None,None,,,94,0,94,0,137.56827770010568,,,,,,,,,,,,,,,,,,,,137.56456379999872,137.56827770010568,138.31809930002782,138.314126900048,1,138.31602080003358,138.31809930002782,138.31809930002782,138.80565860006027,138.80565860006027,138.80197260004934,up,0.38538649992551655,None,138.80201400001533,138.80203190003522,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
95,0,95,up,0.35209299996495247,None,None,,,95,0,95,0,138.80565860006027,,,,,,,,,,,,,,,,,,,,138.80215110001154,138.80565860006027,139.74728680006228,139.74329050001688,1,139.74523000000045,139.74728680006228,139.74728680006228,140.23468630004209,140.23468630004209,140.23175460007042,up,0.35209299996495247,None,140.23179350001737,140.2318144000601,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
96,0,96,None,,,None,,,96,0,96,0,140.23468630004209,,,,,,,,,,,,,,,,,,,,140.23193540005013,140.23468630004209,140.81994529999793,140.81543120008428,2,140.8186701000668,140.81994529999793,140.81994529999793,141.30991230008658,141.30991230008658,141.30570970010012,None,,,141.30574450001586,141.30576210003346,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
97,0,97,up,0.27896530006546527,0.15986349992454052,None,,,97,0,97,0,141.30991230008658,,,,,,,,,,,,,,,,,,,,141.30590400006622,141.30991230008658,142.28057260008063,142.27700090000872,2,142.27888200001325,142.28057260008063,142.28057260008063,142.7680878000101,142.7680878000101,142.76422950008418,up,0.27896530006546527,0.15986349992454052,142.76426740002353,142.76428440003656,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
98,0,98,up,0.45988219999708235,None,None,,,98,0,98,0,142.7680878000101,,,,,,,,,,,,,,,,,,,,142.76440189999994,142.7680878000101,143.35971560003236,143.3559038999956,1,143.35772250010632,143.35971560003236,143.35971560003236,143.84759840008337,143.84759840008337,143.84335990005638,up,0.45988219999708235,None,143.8434142000042,143.8434711000882,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
99,0,99,down,0.3444736999226734,0.07144100009463727,None,,,99,0,99,0,143.84759840008337,,,,,,,,,,,,,,,,,,,,143.84365340007935,143.84759840008337,144.57163970009424,144.56644760002382,1,144.56839750008658,144.57163970009424,144.57163970009424,145.0598075001035,145.0598075001035,145.05590620008297,down,0.3444736999226734,0.07144100009463727,145.05594120000023,145.05595700000413,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
100,0,100,up,0.41954350005835295,None,None,,,100,0,100,0,145.0598075001035,,,,,,,,,,,,,,,,,,,,145.05609580001328,145.0598075001035,145.86386430007406,145.86098720005248,1,145.86272790003568,145.86386430007406,145.86386430007406,146.35151150007732,146.35151150007732,146.3476198000135,up,0.41954350005835295,None,146.34765710006468,146.34767240006477,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
101,0,101,down,0.34924280003178865,None,None,,,101,0,101,0,146.35151150007732,,,,,,,,,,,,,,,,,,,,146.34786880004685,146.35151150007732,146.92639010003768,146.9225327000022,2,146.92456420010421,146.92639010003768,146.92639010003768,147.41385020001326,147.41385020001326,147.4101358000189,down,0.34924280003178865,None,147.41017350007314,147.4101912000915,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
102,0,102,down,0.449516799999401,None,None,,,102,0,102,0,147.41385020001326,,,,,,,,,,,,,,,,,,,,147.41031320008915,147.41385020001326,148.32227410003543,148.318390200031,2,148.32024410006125,148.32227410003543,148.32227410003543,148.8097870000638,148.8097870000638,148.80597430001944,down,0.449516799999401,None,148.80603930004872,148.80605640006252,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
103,0,103,None,,,None,,,103,0,103,0,148.8097870000638,,,,,,,,,,,,,,,,,,,,148.80617980007082,148.8097870000638,149.34787450009026,149.34317920007743,2,149.34521410008892,149.34787450009026,149.34787450009026,149.8348910000641,149.8348910000641,149.83102840010542,None,,,149.83106280001812,149.8310794000281,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
104,0,104,up,0.4181413999758661,None,None,,,104,0,104,0,149.8348910000641,,,,,,,,,,,,,,,,,,,,149.8311975999968,149.8348910000641,150.81459399999585,150.8099490000168,1,150.81339090003166,150.81459399999585,150.81459399999585,151.30158110009506,151.30158110009506,151.2976504000835,up,0.4181413999758661,None,151.2976892000297,151.2977053000359,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
105,0,105,up,0.4732236999552697,None,None,,,105,0,105,0,151.30158110009506,,,,,,,,,,,,,,,,,,,,151.29783010005485,151.30158110009506,151.96901400003117,151.96422990004066,1,151.9678031000076,151.96901400003117,151.96901400003117,152.4555069000926,152.4555069000926,152.45306070009246,up,0.4732236999552697,None,152.45310060004704,152.45311770006083,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
106,0,106,None,,,None,,,106,0,106,0,152.4555069000926,,,,,,,,,,,,,,,,,,,,152.45324080006685,152.4555069000926,153.00967090006452,153.00578960007988,1,153.00779679999687,153.00967090006452,153.00967090006452,153.49723340000492,153.49723340000492,153.49338560004253,None,,,153.49341630004346,153.49343290005345,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
107,0,107,up,0.37634880002588034,None,None,,,107,0,107,0,153.49723340000492,,,,,,,,,,,,,,,,,,,,153.49365240009502,153.49723340000492,154.32713170000352,154.32250020001084,1,154.3258850000566,154.32713170000352,154.32713170000352,154.81393970001955,154.81393970001955,154.80984890006948,up,0.37634880002588034,None,154.80988650000654,154.80990180000663,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
108,0,108,up,0.37217089999467134,None,None,,,108,0,108,0,154.81393970001955,,,,,,,,,,,,,,,,,,,,154.81001180002932,154.81393970001955,155.75982450006995,155.7557743000798,1,155.75775000010617,155.75982450006995,155.75982450006995,156.24725870008115,156.24725870008115,156.24344200000633,up,0.37217089999467134,None,156.2435197000159,156.24353750003502,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
109,0,109,up,0.34717710001859814,None,None,,,109,0,109,0,156.24725870008115,,,,,,,,,,,,,,,,,,,,156.24365800002124,156.24725870008115,156.80550050002057,156.80165820010006,1,156.80341520009097,156.80550050002057,156.80550050002057,157.29312700009905,157.29312700009905,157.28913530008867,up,0.34717710001859814,None,157.28917720005848,157.28919300006237,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
110,0,110,up,0.27654850005637854,None,None,,,110,0,110,0,157.29312700009905,,,,,,,,,,,,,,,,,,,,157.2893161000684,157.29312700009905,158.25548849999905,158.25182210002095,1,158.25392660009675,158.25548849999905,158.25548849999905,158.74312040000223,158.74312040000223,158.7391906999983,up,0.27654850005637854,None,158.73922680004034,158.73924300004728,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
111,0,111,up,0.3220403000013903,None,None,,,111,0,111,0,158.74312040000223,,,,,,,,,,,,,,,,,,,,158.739380300045,158.74312040000223,159.31381399999373,159.31010180001613,1,159.3119497000007,159.31381399999373,159.31381399999373,159.8015166000696,159.8015166000696,159.7981120001059,up,0.3220403000013903,None,159.79814930004068,159.79816510004457,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
112,0,112,down,0.36980029998812824,None,None,,,112,0,112,0,159.8015166000696,,,,,,,,,,,,,,,,,,,,159.79827930009924,159.8015166000696,160.64302509999834,160.63926680001896,2,160.64113100001123,160.64302509999834,160.64302509999834,161.13055220001843,161.13055220001843,161.1278649000451,down,0.36980029998812824,None,161.12790560000576,161.12792640004773,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
113,0,113,down,0.44520199997350574,None,None,,,113,0,113,0,161.13055220001843,,,,,,,,,,,,,,,,,,,,161.12805010005832,161.13055220001843,161.62630000000354,161.62243000010494,2,161.62458360008895,161.62630000000354,161.62630000000354,162.11385910003446,162.11385910003446,162.10990770009812,down,0.44520199997350574,None,162.1099447000306,162.10996110003907,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
114,0,114,up,0.40822000009939075,None,None,,,114,0,114,0,162.11385910003446,,,,,,,,,,,,,,,,,,,,162.11006740003359,162.11385910003446,162.95133120007813,162.94767710007727,1,162.94957030005753,162.95133120007813,162.95133120007813,163.4392255001003,163.4392255001003,163.43506480008364,up,0.40822000009939075,None,163.4351024000207,163.43511730001774,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
115,0,115,down,0.3892996999202296,None,None,,,115,0,115,0,163.4392255001003,,,,,,,,,,,,,,,,,,,,163.43525290000252,163.4392255001003,164.0222013000166,164.01898450008593,2,164.02082950004842,164.0222013000166,164.0222013000166,164.5096730000805,164.5096730000805,164.5056558001088,down,0.3892996999202296,None,164.5056915000314,164.5057083000429,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
116,0,116,down,0.4518321000505239,None,None,,,116,0,116,0,164.5096730000805,,,,,,,,,,,,,,,,,,,,164.50582489999942,164.5096730000805,165.06838030007202,165.064008400077,2,165.06588350003585,165.06838030007202,165.06838030007202,165.55567370005883,165.55567370005883,165.5516829000553,down,0.4518321000505239,None,165.55172280000988,165.5517396000214,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
117,0,117,down,0.32464200002141297,None,None,,,117,0,117,0,165.55567370005883,,,,,,,,,,,,,,,,,,,,165.5518581001088,165.55567370005883,166.2388582000276,166.2352731000865,1,166.23752830002923,166.2388582000276,166.2388582000276,166.72634890000336,166.72634890000336,166.72277069999836,down,0.32464200002141297,None,166.72281130007468,166.72282800008543,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
118,0,118,up,0.4209641000488773,None,None,,,118,0,118,0,166.72634890000336,,,,,,,,,,,,,,,,,,,,166.72295300010592,166.72634890000336,167.51888560003135,167.51438730000518,1,167.51683440001216,167.51888560003135,167.51888560003135,168.00552050000988,168.00552050000988,168.00168490002397,up,0.4209641000488773,None,168.00172060006298,168.0017363000661,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
119,0,119,up,0.3927511000074446,None,None,,,119,0,119,0,168.00552050000988,,,,,,,,,,,,,,,,,,,,168.00185710005462,168.00552050000988,168.66415520000737,168.6559662000509,1,168.65818340005353,168.66415520000737,168.66415520000737,169.15138330007903,169.15138330007903,169.1476357000647,up,0.3927511000074446,None,169.14767750003375,169.14769360003993,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
120,0,120,down,0.3431904000462964,None,None,,,120,0,120,0,169.15138330007903,,,,,,,,,,,,,,,,,,,,169.14781510003377,169.15138330007903,170.07221160002518,170.06918560003396,2,170.07098140008748,170.07221160002518,170.07221160002518,170.55988090008032,170.55988090008032,170.55577920004725,down,0.3431904000462964,None,170.55581630009692,170.5558319000993,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
121,0,121,down,0.38710559997707605,None,None,,,121,0,121,0,170.55988090008032,,,,,,,,,,,,,,,,,,,,170.55594680004288,170.55988090008032,171.080528600025,171.0771917999955,2,171.07917070004623,171.080528600025,171.080528600025,171.56800810003188,171.56800810003188,171.56455360003747,down,0.38710559997707605,None,171.56458990008105,171.56460690009408,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
122,0,122,down,0.4236510000191629,None,None,,,122,0,122,0,171.56800810003188,,,,,,,,,,,,,,,,,,,,171.56472110003233,171.56800810003188,172.08888990001287,172.08499930007383,2,172.08699560002424,172.08888990001287,172.08888990001287,172.5764989000745,172.5764989000745,172.57257780001964,down,0.4236510000191629,None,172.57261630007997,172.57263450010214,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
123,0,123,up,0.4203875999664888,None,None,,,123,0,123,0,172.5764989000745,,,,,,,,,,,,,,,,,,,,172.57275450008456,172.5764989000745,173.243028900004,173.2394603000721,1,173.24121010000817,173.243028900004,173.243028900004,173.7306240000762,173.7306240000762,173.72647190000862,up,0.4203875999664888,None,173.72654200007673,173.72656930005178,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
124,0,124,up,0.3194297000300139,None,None,,,124,0,124,0,173.7306240000762,,,,,,,,,,,,,,,,,,,,173.7266924000578,173.7306240000762,174.58043720002752,174.5765755000757,1,174.57840430003125,174.58043720002752,174.58043720002752,175.06819370004814,175.06819370004814,175.06484240002465,up,0.3194297000300139,None,175.06488130008802,175.06492210004944,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
125,0,125,down,0.3724479000084102,None,None,,,125,0,125,0,175.06819370004814,,,,,,,,,,,,,,,,,,,,175.06504740007222,175.06819370004814,175.95550110004842,175.95173650002107,2,175.95356390008237,175.95550110004842,175.95550110004842,176.4431157000363,176.4431157000363,176.4391830000095,down,0.3724479000084102,None,176.4392237000866,176.4392405000981,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
126,0,126,up,0.45824150007683784,None,None,,,126,0,126,0,176.4431157000363,,,,,,,,,,,,,,,,,,,,176.43939740001224,176.4431157000363,177.02642460004427,177.02248250006232,1,177.02436160005163,177.02642460004427,177.02642460004427,177.5139187000459,177.5139187000459,177.50990360009018,up,0.45824150007683784,None,177.5099418000318,177.50995770003647,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
127,0,127,None,,,None,,,127,0,127,0,177.5139187000459,,,,,,,,,,,,,,,,,,,,177.510072800098,177.5139187000459,178.29724030010402,178.2937566000037,2,178.29594790004194,178.29724030010402,178.29724030010402,178.7846600000048,178.7846600000048,178.7808115000371,None,,,178.78084340004716,178.780925600091,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
128,0,128,down,0.38979670009575784,None,None,,,128,0,128,0,178.7846600000048,,,,,,,,,,,,,,,,,,,,178.78113560006022,178.7846600000048,179.61966080009006,179.61421900009736,2,179.61841019999702,179.61966080009006,179.61966080009006,180.1099013000494,180.1099013000494,180.10579080006573,down,0.38979670009575784,None,180.10582650010474,180.10584279999603,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
129,0,129,up,0.3260544999502599,0.09674020006787032,None,,,129,0,129,0,180.1099013000494,,,,,,,,,,,,,,,,,,,,180.10595160000958,180.1099013000494,180.993317100103,180.98929230007343,2,180.9915632000193,180.993317100103,180.993317100103,181.48064720002003,181.48064720002003,181.47690730006434,up,0.3260544999502599,0.09674020006787032,181.4769440999953,181.47696010000072,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
130,0,130,down,0.28905429993756115,None,None,,,130,0,130,0,181.48064720002003,,,,,,,,,,,,,,,,,,,,181.47710420005023,181.48064720002003,182.44308740005363,182.43921240000054,2,182.44111680006608,182.44308740005363,182.44308740005363,182.93070090003312,182.93070090003312,182.92656490008812,down,0.28905429993756115,None,182.92660540004726,182.92662270006258,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
131,0,131,down,0.3096470000455156,None,None,,,131,0,131,0,182.93070090003312,,,,,,,,,,,,,,,,,,,,182.92674070002977,182.93070090003312,183.8359326000791,183.83084880001843,2,183.83464090002235,183.8359326000791,183.8359326000791,184.32633549999446,184.32633549999446,184.3230307000922,down,0.3096470000455156,None,184.32306860003155,184.3230853000423,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
132,0,132,down,0.3042542999610305,None,None,,,132,0,132,0,184.32633549999446,,,,,,,,,,,,,,,,,,,,184.32321280008182,184.32633549999446,185.1435059000505,185.13950350007508,2,185.14160600001924,185.1435059000505,185.1435059000505,185.6305277000647,185.6305277000647,185.62670570006594,down,0.3042542999610305,None,185.62675640010275,185.6267746000085,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
133,0,133,up,0.3974140000063926,None,None,,,133,0,133,0,185.6305277000647,,,,,,,,,,,,,,,,,,,,185.62689740001224,185.6305277000647,186.53047160001006,186.52668860007543,1,186.52896200004034,186.53047160001006,186.53047160001006,187.01796820003074,187.01796820003074,187.0152261001058,up,0.3974140000063926,None,187.01526760007255,187.01528440008406,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
134,0,134,down,0.3659382000332698,None,None,,,134,0,134,0,187.01796820003074,,,,,,,,,,,,,,,,,,,,187.0154033000581,187.01796820003074,187.9097485000966,187.9057504000375,2,187.90747540001757,187.9097485000966,187.9097485000966,188.3975361000048,188.3975361000048,188.39318000001367,down,0.3659382000332698,None,188.39321580005344,188.39323110005353,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
135,0,135,up,0.37792520003858954,None,None,,,135,0,135,0,188.3975361000048,,,,,,,,,,,,,,,,,,,,188.393343700096,188.3975361000048,189.37418330006767,189.36426140007097,1,189.37138410005718,189.37418330006767,189.37418330006767,189.86381150002126,189.86381150002126,189.86002610006835,up,0.37792520003858954,None,189.86006430000998,189.8600891000824,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
136,0,136,up,0.43450769991613925,None,None,,,136,0,136,0,189.86381150002126,,,,,,,,,,,,,,,,,,,,189.86020930006634,189.86381150002126,190.45741070003714,190.4515797001077,1,190.4556502000196,190.45741070003714,190.45741070003714,190.94712990010157,190.94712990010157,190.94326349999756,up,0.43450769991613925,None,190.94330030004494,190.9433167000534,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
137,0,137,None,,,None,,,137,0,137,0,190.94712990010157,,,,,,,,,,,,,,,,,,,,190.94342660007533,190.94712990010157,191.76373850007076,191.75996120006312,2,191.76213080005255,191.76373850007076,191.76373850007076,192.25124570005573,192.25124570005573,192.2475525001064,None,,,192.24758500000462,192.24760100001004,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
138,0,138,up,0.4261418000096455,None,None,,,138,0,138,0,192.25124570005573,,,,,,,,,,,,,,,,,,,,192.2477085000137,192.25124570005573,192.79036360001191,192.78528440010268,1,192.78880179999396,192.79036360001191,192.79036360001191,193.27631620003376,193.27631620003376,193.2733035000274,up,0.4261418000096455,None,193.27333930006716,193.27335510007106,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
139,0,139,down,0.4022904000012204,None,None,,,139,0,139,0,193.27631620003376,,,,,,,,,,,,,,,,,,,,193.273473200039,193.27631620003376,193.99320370005444,193.98581420001574,2,193.9877581000328,193.99320370005444,193.99320370005444,194.48064360010903,194.48064360010903,194.47656570002437,down,0.4022904000012204,None,194.47660700010601,194.4766227999935,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
140,0,140,down,0.3702278999844566,None,None,,,140,0,140,0,194.48064360010903,,,,,,,,,,,,,,,,,,,,194.4767395000672,194.48064360010903,195.2971397000365,195.29332650010474,2,195.2950774000492,195.2971397000365,195.2971397000365,195.78482840000652,195.78482840000652,195.78089210006874,down,0.3702278999844566,None,195.78093140001874,195.7809486000333,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
141,0,141,up,0.4603713999968022,None,None,,,141,0,141,0,195.78482840000652,,,,,,,,,,,,,,,,,,,,195.781131500029,195.78482840000652,196.4682912999997,196.46401150000747,1,196.46587750001345,196.4682912999997,196.4682912999997,196.95551580004394,196.95551580004394,196.95324950001668,up,0.4603713999968022,None,196.9532865000656,196.9533028000733,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
142,0,142,up,0.38038450002204627,None,None,,,142,0,142,0,196.95551580004394,,,,,,,,,,,,,,,,,,,,196.95341800001916,196.95551580004394,197.89518460002728,197.88910260004923,1,197.89258880005218,197.89518460002728,197.89518460002728,198.38487060007174,198.38487060007174,198.38101990008727,up,0.38038450002204627,None,198.38106150005478,198.3810788000701,None,,,,,,,,,,,sub-012,001,2026-01-28_17h21.22.316,NESC3137_EEG_experiment,,2025.2.4,236.98423342924994,2026-01-28 17h21.22.710117 -0400,
