thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_4.keys,key_resp_3.rt,key_resp_3.duration,key_resp_4.rt,key_resp_4.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,lsl_stream.started,lsl_stream.stopped,setup.started,setup.stopped,welcome.started,welcomeimg.started,key_resp.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction.started,instructionimg.started,key_resp_2.started,instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fixation.started,cross.started,cross.stopped,fixation.stopped,trigger,face.started,faceStim.started,key_resp_3.started,faceStim.stopped,key_resp_3.stopped,face.stopped,trials.key_resp_3.keys,break_2.started,break_2.stopped,trials.key_resp_4.keys,trials.key_resp_3.rt,trials.key_resp_3.duration,breakimg.started,breakimg.stopped,break2img.started,key_resp_4.started,trials.key_resp_4.rt,trials.key_resp_4.duration,end.started,finish.started,end.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
197,0,197,up,None,0.38333399999828544,None,,,197,0,197,0,258.49161359999925,,,,,,,,,,,,,,,,,,,,258.47615609999957,258.49161359999925,259.4089064999989,259.39245839999967,1,259.3949699999994,259.4089064999989,259.4089064999989,,,259.89281370000026,up,259.89286469999934,259.89288579999993,None,0.38333399999828544,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
198,0,198,None,None,,,,,198,0,198,0,259.9089289000003,,,,,,,,,,,,,,,,,,,,259.89302999999927,259.9089289000003,260.4922515999988,260.4757441999991,2,260.4782438000002,260.4922515999988,260.4922515999988,,,260.9765697999992,None,260.97665849999976,260.9766882999993,None,,,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
199,0,199,up,None,0.40463639999870793,None,,,199,0,199,0,260.9918091999989,,,,,,,,,,,,,,,,,,,,260.97682559999885,260.9918091999989,261.6755500999989,261.65854819999913,1,261.6610753999994,261.6755500999989,261.6755500999989,262.17506440000034,262.17506440000034,262.15848709999955,up,262.1585543000001,262.1585863,None,0.40463639999870793,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
200,0,200,None,space,,,1.271662799999831,None,200,0,200,0,262.17506440000034,,,,,,,,,,,,,,,,,,,,262.15878449999946,262.17506440000034,262.7088229000001,262.6927416999988,2,262.69566809999924,262.7088229000001,262.7088229000001,263.20874209999965,263.20874209999965,263.1922913999988,None,263.19234440000037,294.49236819999896,space,,,263.20874209999965,293.20882379999966,293.20882379999966,293.20882379999966,1.271662799999831,None,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
201,0,201,None,None,,,,,201,0,201,0,294.50886790000004,,,,,,,,,,,,,,,,,,,,294.49250419999953,294.50886790000004,295.35856090000016,295.3419359999989,2,295.34407099999953,295.35856090000016,295.35856090000016,,,295.84258109999973,None,295.8426634999996,295.8427015999987,None,,,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
202,0,202,down,None,0.3496477999997296,None,,,202,0,202,0,295.85878049999883,,,,,,,,,,,,,,,,,,,,295.84292709999863,295.85878049999883,296.67488479999884,296.65916389999984,2,296.6620703999997,296.67488479999884,296.67488479999884,297.1753375999997,297.1753375999997,297.15894409999964,down,297.15899679999893,297.15902370000003,None,0.3496477999997296,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
203,0,203,None,None,,,,,203,0,203,0,297.1753375999997,,,,,,,,,,,,,,,,,,,,297.1592234,297.1753375999997,297.9581653999994,297.9431447999996,1,297.9468202999997,297.9581653999994,297.9581653999994,298.4587902000003,298.4587902000003,298.4422823999994,None,298.4423205000003,298.44233929999973,None,,,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
204,0,204,up,None,0.3669997999986663,None,,,204,0,204,0,298.4587902000003,,,,,,,,,,,,,,,,,,,,298.44253989999925,298.4587902000003,299.24132929999905,299.225059299999,1,299.2275129999998,299.24132929999905,299.24132929999905,,,299.72572409999884,up,299.72581179999906,299.72584730000017,None,0.3669997999986663,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
205,0,205,down,None,0.43369089999941934,None,,,205,0,205,0,299.7417656999987,,,,,,,,,,,,,,,,,,,,299.7260650999997,299.7417656999987,300.54245769999943,300.52501909999955,2,300.52780429999984,300.54245769999943,300.54245769999943,,,301.02534679999917,down,301.0254272000002,301.02546599999914,None,0.43369089999941934,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
206,0,206,down,None,0.3514796999988903,None,,,206,0,206,0,301.0421341000001,,,,,,,,,,,,,,,,,,,,301.0256730000001,301.0421341000001,301.6087497999997,301.59224770000037,2,301.5949198999988,301.6087497999997,301.6087497999997,302.1086725999994,302.1086725999994,302.0922623999995,down,302.09232229999907,302.0923536999999,None,0.3514796999988903,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
207,0,207,down,None,0.38391330000013113,None,,,207,0,207,0,302.1086725999994,,,,,,,,,,,,,,,,,,,,302.0925344999996,302.1086725999994,302.79222879999907,302.77590149999924,2,302.7787002999994,302.79222879999907,302.79222879999907,303.2919218999996,303.2919218999996,303.2758439999998,down,303.2759014000003,303.27593159999924,None,0.38391330000013113,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
208,0,208,down,None,0.3715303999997559,None,,,208,0,208,0,303.2919218999996,,,,,,,,,,,,,,,,,,,,303.27618529999927,303.2919218999996,303.9247335,303.9086516999996,2,303.9108770999992,303.9247335,303.9247335,,,304.4088363999999,down,304.40888970000015,304.40890919999947,None,0.3715303999997559,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
209,0,209,None,None,,,,,209,0,209,0,304.42512129999886,,,,,,,,,,,,,,,,,,,,304.4090610000003,304.42512129999886,305.3585108999996,305.3422598999987,1,305.34464209999896,305.3585108999996,305.3585108999996,305.8590351999992,305.8590351999992,305.84201349999967,None,305.8420704,305.84212709999883,None,,,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
210,0,210,up,None,0.3972523000011279,None,,,210,0,210,0,305.8590351999992,,,,,,,,,,,,,,,,,,,,305.8423353999988,305.8590351999992,306.65890430000036,306.64194529999986,1,306.64407029999893,306.65890430000036,306.65890430000036,,,307.1424353000002,up,307.1425038999987,307.1425436999998,None,0.3972523000011279,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
211,0,211,up,None,0.36948100000154227,None,,,211,0,211,0,307.15887269999985,,,,,,,,,,,,,,,,,,,,307.14274269999987,307.15887269999985,307.9586105999988,307.94248809999954,2,307.94527339999877,307.9586105999988,307.9586105999988,308.45893160000014,308.45893160000014,308.4420164999992,up,308.4420601999991,308.4420788999996,None,0.36948100000154227,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
212,0,212,up,None,0.43559280000044964,None,,,212,0,212,0,308.45893160000014,,,,,,,,,,,,,,,,,,,,308.4422255999998,308.45893160000014,309.1084959,309.0915179000003,1,309.0936316999996,309.1084959,309.1084959,,,309.59221219999927,up,309.59228619999885,309.59230969999953,None,0.43559280000044964,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
213,0,213,up,None,0.4329003000002558,None,,,213,0,213,0,309.6083226999999,,,,,,,,,,,,,,,,,,,,309.5924787999993,309.6083226999999,310.3914274999988,310.3754216999987,1,310.37757299999976,310.3914274999988,310.3914274999988,,,310.87560419999863,up,310.8756709999998,310.87571039999966,None,0.4329003000002558,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
214,0,214,up,None,0.3808480999996391,None,,,214,0,214,0,310.8921288999991,,,,,,,,,,,,,,,,,,,,310.87588510000023,310.8921288999991,311.4914181000004,311.47566840000036,1,311.4777718999994,311.4914181000004,311.4914181000004,311.99137410000003,311.99137410000003,311.9749867999999,up,311.97504449999906,311.9750734999998,None,0.3808480999996391,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
215,0,215,down,None,0.4559762999997474,None,,,215,0,215,0,311.99137410000003,,,,,,,,,,,,,,,,,,,,311.97526899999866,311.99137410000003,312.9923160999988,312.9756223000004,2,312.97853790000045,312.9923160999988,312.9923160999988,313.492065299999,313.492065299999,313.4755702000002,down,313.4756268000001,313.4756545,None,0.4559762999997474,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
216,0,216,down,None,0.3580946000001859,None,,,216,0,216,0,313.492065299999,,,,,,,,,,,,,,,,,,,,313.4758368999992,313.492065299999,314.0421323999999,314.0250299999989,2,314.0274608,314.0421323999999,314.0421323999999,,,314.5252681999991,down,314.52538490000006,314.5254127999997,None,0.3580946000001859,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
217,0,217,up,None,0.3890248999996402,None,,,217,0,217,0,314.54217229999995,,,,,,,,,,,,,,,,,,,,314.52560019999873,314.54217229999995,315.475218399999,315.45887819999916,1,315.4614958000002,315.475218399999,315.475218399999,315.9756994999989,315.9756994999989,315.9589195999997,up,315.95899180000015,315.9590245999989,None,0.3890248999996402,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
218,0,218,None,None,,,,,218,0,218,0,315.9756994999989,,,,,,,,,,,,,,,,,,,,315.95921309999903,315.9756994999989,316.7256913000001,316.709049699999,2,316.71128399999907,316.7256913000001,316.7256913000001,317.22533159999875,317.22533159999875,317.2089751000003,None,317.20900900000015,317.2090262999991,None,,,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
219,0,219,None,None,,,,,219,0,219,0,317.22533159999875,,,,,,,,,,,,,,,,,,,,317.20917219999865,317.22533159999875,317.95827759999884,317.94236569999885,2,317.9453128999994,317.95827759999884,317.95827759999884,318.45814699999937,318.45814699999937,318.4420355000002,None,318.44208139999864,318.4421091000004,None,,,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
220,0,220,down,None,0.37125449999984994,None,,,220,0,220,0,318.45814699999937,,,,,,,,,,,,,,,,,,,,318.44229110000015,318.45814699999937,319.1088815999992,319.0922606000004,2,319.09453479999866,319.1088815999992,319.1088815999992,319.60873469999933,319.60873469999933,319.5923643999995,down,319.5924219999997,319.59244989999934,None,0.37125449999984994,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
221,0,221,None,None,,,,,221,0,221,0,319.60873469999933,,,,,,,,,,,,,,,,,,,,319.592619699999,319.60873469999933,320.20883010000034,320.1916540000002,1,320.19382570000016,320.20883010000034,320.20883010000034,320.7088936,320.7088936,320.6917431999991,None,320.69179769999937,320.6918260000002,None,,,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
222,0,222,up,None,0.40630610000152956,None,,,222,0,222,0,320.7088936,,,,,,,,,,,,,,,,,,,,320.69201819999944,320.7088936,321.44195819999914,321.4256132999999,1,321.4281049000001,321.44195819999914,321.44195819999914,321.94239709999965,321.94239709999965,321.92501730000004,up,321.9250790999995,321.92510570000013,None,0.40630610000152956,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
223,0,223,None,None,,,,,223,0,223,0,321.94239709999965,,,,,,,,,,,,,,,,,,,,321.92529189999914,321.94239709999965,322.4918375999987,322.4753191,2,322.4775888999993,322.4918375999987,322.4918375999987,,,322.9754978000001,None,322.97556129999975,322.9755948000002,None,,,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
224,0,224,up,None,0.40877350000118895,None,,,224,0,224,0,322.9919971999989,,,,,,,,,,,,,,,,,,,,322.9757938999992,322.9919971999989,323.77548299999944,323.75843729999906,1,323.761182799999,323.77548299999944,323.77548299999944,324.2753522999992,324.2753522999992,324.2585339999987,up,324.2585930999994,324.25862159999997,None,0.40877350000118895,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
225,0,225,up,None,0.39408349999939674,None,,,225,0,225,0,324.2753522999992,,,,,,,,,,,,,,,,,,,,324.2588047999998,324.2753522999992,325.1581110999996,325.1422716999987,1,325.14545949999956,325.1581110999996,325.1581110999996,325.65808970000035,325.65808970000035,325.64203519999865,up,325.64209180000034,325.64211989999967,None,0.39408349999939674,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
226,0,226,up,None,0.3671835999994073,None,,,226,0,226,0,325.65808970000035,,,,,,,,,,,,,,,,,,,,325.6422915999992,325.65808970000035,326.6250822999991,326.60888329999943,1,326.61135139999897,326.6250822999991,326.6250822999991,327.12530929999957,327.12530929999957,327.10861320000004,up,327.10867919999873,327.1087072999999,None,0.3671835999994073,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
227,0,227,up,None,0.3659004000001005,None,,,227,0,227,0,327.12530929999957,,,,,,,,,,,,,,,,,,,,327.1088910999988,327.12530929999957,328.0423644000002,328.0256355999991,1,328.02813699999933,328.0423644000002,328.0423644000002,328.541425899999,328.541425899999,328.5252916999998,up,328.5253567999989,328.52539439999964,None,0.3659004000001005,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
228,0,228,up,None,0.4588394000002154,None,,,228,0,228,0,328.541425899999,,,,,,,,,,,,,,,,,,,,328.52558019999924,328.541425899999,329.12527969999974,329.10898069999894,1,329.1113895999988,329.12527969999974,329.12527969999974,329.62538779999886,329.62538779999886,329.60871469999984,up,329.60875789999955,329.6087754,None,0.4588394000002154,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
229,0,229,up,None,0.38405779999993683,None,,,229,0,229,0,329.62538779999886,,,,,,,,,,,,,,,,,,,,329.60891679999986,329.62538779999886,330.2085831000004,330.1924093999987,1,330.1949628000002,330.2085831000004,330.2085831000004,330.7090012999997,330.7090012999997,330.692454,up,330.6925567999988,330.69258119999904,None,0.38405779999993683,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
230,0,230,down,None,0.4363768000002892,None,,,230,0,230,0,330.7090012999997,,,,,,,,,,,,,,,,,,,,330.69270759999927,330.7090012999997,331.2918063999987,331.2751497999998,2,331.2773565999996,331.2918063999987,331.2918063999987,,,331.7755192000004,down,331.77560879999874,331.77564340000026,None,0.4363768000002892,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
231,0,231,down,None,0.4559701000016503,None,,,231,0,231,0,331.7918923999987,,,,,,,,,,,,,,,,,,,,331.7758118999991,331.7918923999987,332.40840500000013,332.3922311999995,2,332.39469259999896,332.40840500000013,332.40840500000013,332.90848449999976,332.90848449999976,332.89231850000033,down,332.89238269999987,332.89241109999966,None,0.4559701000016503,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
232,0,232,down,None,0.33829319999858853,0.11221240000122634,,,232,0,232,0,332.90848449999976,,,,,,,,,,,,,,,,,,,,332.8926021999996,332.90848449999976,333.74185059999945,333.7255685,2,333.72804929999984,333.74185059999945,333.74185059999945,,,334.22577399999864,down,334.2258557999994,334.2258787999999,None,0.33829319999858853,0.11221240000122634,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
233,0,233,None,None,,,,,233,0,233,0,334.2419993000003,,,,,,,,,,,,,,,,,,,,334.226050199999,334.2419993000003,334.92470010000034,334.9091774999997,1,334.9129730000004,334.92470010000034,334.92470010000034,335.4247426000002,335.4247426000002,335.40841290000026,None,335.40846429999874,335.4084985999998,None,,,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
234,0,234,down,None,0.4240826000004745,None,,,234,0,234,0,335.4247426000002,,,,,,,,,,,,,,,,,,,,335.40868489999957,335.4247426000002,336.1920642999994,336.1757934999987,2,336.17816219999986,336.1920642999994,336.1920642999994,336.6918034999999,336.6918034999999,336.67511170000034,down,336.67517190000035,336.67520349999904,None,0.4240826000004745,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
235,0,235,down,None,0.3491111000003002,None,,,235,0,235,0,336.6918034999999,,,,,,,,,,,,,,,,,,,,336.675390299999,336.6918034999999,337.2751036999998,337.25888510000004,2,337.26170209999873,337.2751036999998,337.2751036999998,337.7759249999999,337.7759249999999,337.75905950000015,down,337.7591089999987,337.75912919999973,None,0.3491111000003002,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
236,0,236,up,None,0.42099469999993744,None,,,236,0,236,0,337.7759249999999,,,,,,,,,,,,,,,,,,,,337.7592719000004,337.7759249999999,338.29141249999884,338.2750070000002,1,338.2774793999997,338.29141249999884,338.29141249999884,,,338.7757521000003,up,338.7758357999992,338.7758606999996,None,0.42099469999993744,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
237,0,237,up,None,0.3998615999989852,None,,,237,0,237,0,338.7915241999999,,,,,,,,,,,,,,,,,,,,338.7760268000002,338.7915241999999,339.7922624999992,339.77520899999945,1,339.77778129999933,339.7922624999992,339.7922624999992,,,340.2754907999988,up,340.2755612000001,340.2755963999989,None,0.3998615999989852,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
238,0,238,up,None,0.3893441000000166,0.04794459999902756,,,238,0,238,0,340.2920615999992,,,,,,,,,,,,,,,,,,,,340.2758204999991,340.2920615999992,340.85885249999956,340.84220749999986,2,340.8450527999994,340.85885249999956,340.85885249999956,,,341.3423383999998,up,341.3423970999993,341.34241870000005,None,0.3893441000000166,0.04794459999902756,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
239,0,239,up,None,0.4501201000002766,None,,,239,0,239,0,341.35887489999914,,,,,,,,,,,,,,,,,,,,341.34262579999995,341.35887489999914,341.9421829999992,341.9253374,1,341.9276981999992,341.9421829999992,341.9421829999992,,,342.4255572999991,up,342.4256370000003,342.42567319999944,None,0.4501201000002766,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
240,0,240,up,None,0.4540569000000687,None,,,240,0,240,0,342.44194049999896,,,,,,,,,,,,,,,,,,,,342.4259125999997,342.44194049999896,343.24210609999864,343.2255630999989,1,343.2277570999995,343.24210609999864,343.24210609999864,,,343.7256839999991,up,343.7257372999993,343.72576189999927,None,0.4540569000000687,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
241,0,241,None,None,,,,,241,0,241,0,343.7419083999994,,,,,,,,,,,,,,,,,,,,343.7259385999987,343.7419083999994,344.2747413999987,344.2582922999991,2,344.2613316999996,344.2747413999987,344.2747413999987,,,344.75909469999897,None,344.759141999999,344.75916379999944,None,,,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
242,0,242,down,None,0.35019049999937124,None,,,242,0,242,0,344.77530789999946,,,,,,,,,,,,,,,,,,,,344.7593101000002,344.77530789999946,345.4420116000001,345.42563419999897,2,345.4276386999991,345.4420116000001,345.4420116000001,,,345.92598969999926,down,345.92606179999893,345.9260846999987,None,0.35019049999937124,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
243,0,243,up,None,0.4049711000006937,None,,,243,0,243,0,345.94214660000034,,,,,,,,,,,,,,,,,,,,345.92626839999866,345.94214660000034,346.85921830000007,346.84205519999887,1,346.84435069999927,346.85921830000007,346.85921830000007,,,347.35820219999914,up,347.3582611999991,347.3582824999994,None,0.4049711000006937,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
244,0,244,up,None,0.39169700000093144,None,,,244,0,244,0,347.37528569999995,,,,,,,,,,,,,,,,,,,,347.3584345999989,347.37528569999995,348.00850209999953,347.99252720000004,1,347.995270899999,348.00850209999953,348.00850209999953,348.5086212999995,348.5086212999995,348.4921142000003,up,348.492181399999,348.4922396000002,None,0.39169700000093144,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
245,0,245,up,None,0.42031970000061847,None,,,245,0,245,0,348.5086212999995,,,,,,,,,,,,,,,,,,,,348.4923853,348.5086212999995,349.0757980999988,349.05848589999914,1,349.06129709999914,349.0757980999988,349.0757980999988,,,349.55924289999894,up,349.5593150000004,349.55935150000005,None,0.42031970000061847,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
246,0,246,up,None,0.41224959999999555,None,,,246,0,246,0,349.57503460000044,,,,,,,,,,,,,,,,,,,,349.5595522000003,349.57503460000044,350.4919766999992,350.4756873999995,2,350.4778675999987,350.4919766999992,350.4919766999992,350.9921059999997,350.9921059999997,350.97585739999886,up,350.9759052999998,350.97592389999954,None,0.41224959999999555,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
247,0,247,None,None,,,,,247,0,247,0,350.9921059999997,,,,,,,,,,,,,,,,,,,,350.97605010000007,350.9921059999997,351.8925196,351.8752738000003,1,351.87833560000036,351.8925196,351.8925196,,,352.3755713999999,None,352.3756397999987,352.37567039999885,None,,,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
248,0,248,up,None,0.407181300000957,None,,,248,0,248,0,352.3921814999994,,,,,,,,,,,,,,,,,,,,352.37581969999883,352.3921814999994,353.2089484999997,353.1924285999994,1,353.1951468999996,353.2089484999997,353.2089484999997,353.7088857999988,353.7088857999988,353.69194869999956,up,353.6920248999995,353.6920527000002,None,0.407181300000957,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
249,0,249,up,None,0.4292885999984719,None,,,249,0,249,0,353.7088857999988,,,,,,,,,,,,,,,,,,,,353.69219989999874,353.7088857999988,354.2588040999999,354.24231619999955,1,354.2447549999997,354.2588040999999,354.2588040999999,354.7582349000004,354.7582349000004,354.74178819999906,up,354.74185079999916,354.74188349999895,None,0.4292885999984719,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
250,0,250,up,None,0.43569620000016585,None,,,250,0,250,0,354.7582349000004,,,,,,,,,,,,,,,,,,,,354.74205769999935,354.7582349000004,355.50855709999996,355.4924844999987,1,355.494572399999,355.50855709999996,355.50855709999996,356.0090311999993,356.0090311999993,355.9919210999997,up,355.99197060000006,355.9919897999989,None,0.43569620000016585,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
251,0,251,None,None,,,,,251,0,251,0,356.0090311999993,,,,,,,,,,,,,,,,,,,,355.99213710000004,356.0090311999993,356.69195070000023,356.67554589999963,2,356.6782291999989,356.69195070000023,356.69195070000023,357.1923279999992,357.1923279999992,357.17588199999955,None,357.17595169999913,357.1759807999988,None,,,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
