thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_4.keys,key_resp_3.rt,key_resp_3.duration,key_resp_4.rt,key_resp_4.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,lsl_stream.started,lsl_stream.stopped,setup.started,setup.stopped,welcome.started,welcomeimg.started,key_resp.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction.started,instructionimg.started,key_resp_2.started,instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fixation.started,cross.started,cross.stopped,fixation.stopped,trigger,face.started,faceStim.started,key_resp_3.started,faceStim.stopped,key_resp_3.stopped,face.stopped,trials.key_resp_3.keys,break_2.started,break_2.stopped,trials.key_resp_4.keys,trials.key_resp_3.rt,trials.key_resp_3.duration,breakimg.started,breakimg.stopped,break2img.started,key_resp_4.started,trials.key_resp_4.rt,trials.key_resp_4.duration,end.started,finish.started,end.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
94,0,94,down,None,0.4619075000009616,None,,,94,0,94,0,128.82522769999923,,,,,,,,,,,,,,,,,,,,128.8096843000003,128.82522769999923,129.65852919999998,129.64214960000027,2,129.64476879999893,129.65852919999998,129.65852919999998,,,130.14243369999895,down,130.14249930000005,130.1425333999996,None,0.4619075000009616,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
95,0,95,up,None,0.39300679999905697,None,,,95,0,95,0,130.1585888999998,,,,,,,,,,,,,,,,,,,,130.14272290000008,130.1585888999998,130.97528779999993,130.95851980000043,1,130.96078859999943,130.97528779999993,130.97528779999993,,,131.4593834999996,up,131.45947139999953,131.45950699999958,None,0.39300679999905697,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
96,0,96,down,None,0.3769353999996383,None,,,96,0,96,0,131.47553119999975,,,,,,,,,,,,,,,,,,,,131.4597673999997,131.47553119999975,132.17541749999873,132.15850800000044,2,132.1612140999987,132.17541749999873,132.17541749999873,,,132.658883099999,down,132.6589645999993,132.6589912999989,None,0.3769353999996383,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
97,0,97,up,None,0.41654169999856094,None,,,97,0,97,0,132.67585899999904,,,,,,,,,,,,,,,,,,,,132.6591787999987,132.67585899999904,133.57577800000035,133.55940349999946,1,133.56196509999972,133.57577800000035,133.57577800000035,134.07537819999925,134.07537819999925,134.05893979999928,up,134.05900119999933,134.05903409999883,None,0.41654169999856094,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
98,0,98,up,None,0.39132229999995616,None,,,98,0,98,0,134.07537819999925,,,,,,,,,,,,,,,,,,,,134.0592560999994,134.07537819999925,135.00899310000023,134.99252460000025,1,134.9950878999989,135.00899310000023,135.00899310000023,135.50912400000016,135.50912400000016,135.4923691999993,up,135.49244069999986,135.4924744,None,0.39132229999995616,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
99,0,99,up,None,0.3566452000013669,None,,,99,0,99,0,135.50912400000016,,,,,,,,,,,,,,,,,,,,135.4926818999993,135.50912400000016,136.07567550000022,136.05924400000004,2,136.06114209999942,136.07567550000022,136.07567550000022,136.57591619999948,136.57591619999948,136.55906940000023,up,136.55912669999998,136.55915239999922,None,0.3566452000013669,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
100,0,100,up,None,0.42791289999877336,None,,,100,0,100,0,136.57591619999948,,,,,,,,,,,,,,,,,,,,136.5593289999997,136.57591619999948,137.3086248999989,137.2922344999988,1,137.29461129999981,137.3086248999989,137.3086248999989,137.8090548,137.8090548,137.7920310999998,up,137.79209479999918,137.79212480000024,None,0.42791289999877336,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
101,0,101,up,None,0.3639447999994445,None,,,101,0,101,0,137.8090548,,,,,,,,,,,,,,,,,,,,137.7923152000003,137.8090548,138.50846920000004,138.49283449999893,1,138.49636889999965,138.50846920000004,138.50846920000004,139.00902080000014,139.00902080000014,138.99240509999981,up,138.9924534999991,138.99247429999923,None,0.3639447999994445,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
102,0,102,down,None,0.426120299998729,None,,,102,0,102,0,139.00902080000014,,,,,,,,,,,,,,,,,,,,138.9925979999989,139.00902080000014,139.74223539999912,139.72569699999985,2,139.7286554000002,139.74223539999912,139.74223539999912,140.24216589999924,140.24216589999924,140.22555949999878,down,140.22560840000006,140.22562689999904,None,0.426120299998729,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
103,0,103,down,None,0.34206000000085623,None,,,103,0,103,0,140.24216589999924,,,,,,,,,,,,,,,,,,,,140.22577359999923,140.24216589999924,140.84229609999966,140.82518119999986,2,140.82742879999932,140.84229609999966,140.84229609999966,,,141.32553199999893,down,141.32559930000025,141.32564470000034,None,0.34206000000085623,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
104,0,104,down,None,0.38304100000095787,None,,,104,0,104,0,141.34216529999867,,,,,,,,,,,,,,,,,,,,141.32587140000032,141.34216529999867,142.22541629999978,142.20911009999872,2,142.21176000000014,142.22541629999978,142.22541629999978,,,142.70936579999943,down,142.70943850000003,142.70946209999966,None,0.38304100000095787,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
105,0,105,up,None,0.4126040000010107,None,,,105,0,105,0,142.72550760000013,,,,,,,,,,,,,,,,,,,,142.7096657000002,142.72550760000013,143.2920409999988,143.27602399999887,1,143.27923649999866,143.2920409999988,143.2920409999988,143.79215180000028,143.79215180000028,143.7750648000001,up,143.77512079999906,143.77514849999898,None,0.4126040000010107,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
106,0,106,up,None,0.32780559999991965,None,,,106,0,106,0,143.79215180000028,,,,,,,,,,,,,,,,,,,,143.77532690000044,143.79215180000028,144.59252519999973,144.57534809999925,1,144.57766939999965,144.59252519999973,144.59252519999973,,,145.0756894999995,up,145.07576419999896,145.07579830000032,None,0.32780559999991965,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
107,0,107,up,None,0.3100553999993281,0.15182030000141822,,,107,0,107,0,145.09241689999908,,,,,,,,,,,,,,,,,,,,145.0759614999988,145.09241689999908,146.0424254999998,146.02564659999916,1,146.0276374999994,146.0424254999998,146.0424254999998,146.54247679999935,146.54247679999935,146.5251503999989,up,146.52520619999996,146.52523610000026,None,0.3100553999993281,0.15182030000141822,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
108,0,108,None,None,,,,,108,0,108,0,146.54247679999935,,,,,,,,,,,,,,,,,,,,146.52540599999884,146.54247679999935,147.47540800000024,147.45880860000034,2,147.46069969999917,147.47540800000024,147.47540800000024,147.97544089999974,147.97544089999974,147.95839439999872,None,147.95842730000004,147.9584436999994,None,,,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
109,0,109,down,None,0.36219080000046233,None,,,109,0,109,0,147.97544089999974,,,,,,,,,,,,,,,,,,,,147.95854990000043,147.97544089999974,148.94218699999874,148.9258305000003,2,148.92878009999913,148.94218699999874,148.94218699999874,,,149.4259560999999,down,149.42600969999876,149.4260366999988,None,0.36219080000046233,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
110,0,110,up,None,0.43853999999919324,None,,,110,0,110,0,149.44222420000006,,,,,,,,,,,,,,,,,,,,149.42618389999916,149.44222420000006,150.04207529999985,150.02511049999885,1,150.0272301999994,150.04207529999985,150.04207529999985,,,150.52569579999908,up,150.52576099999897,150.52578389999871,None,0.43853999999919324,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
111,0,111,down,None,0.4457200999986526,None,,,111,0,111,0,150.54222779999873,,,,,,,,,,,,,,,,,,,,150.52594409999983,150.54222779999873,151.45862619999934,151.4424332999988,2,151.44519330000003,151.45862619999934,151.45862619999934,151.95897989999867,151.95897989999867,151.9426371999998,down,151.94269129999884,151.94272979999914,None,0.4457200999986526,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
112,0,112,up,None,0.40302389999851584,None,,,112,0,112,0,151.95897989999867,,,,,,,,,,,,,,,,,,,,151.9428788999994,151.95897989999867,152.52570500000002,152.50890020000043,1,152.51087600000028,152.52570500000002,152.52570500000002,,,153.0092437000003,up,153.00932929999908,153.00936100000035,None,0.40302389999851584,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
113,0,113,down,None,0.44710549999945215,None,,,113,0,113,0,153.02571309999985,,,,,,,,,,,,,,,,,,,,153.00956529999894,153.02571309999985,154.00910999999905,153.9919360999993,2,153.99455649999982,154.00910999999905,154.00910999999905,,,154.492356499999,down,154.49242439999944,154.49246080000012,None,0.44710549999945215,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
114,0,114,down,None,0.32633960000021034,0.10404460000063409,,,114,0,114,0,154.50853689999894,,,,,,,,,,,,,,,,,,,,154.49264219999895,154.50853689999894,155.4420098999999,155.42507659999865,2,155.42728979999993,155.4420098999999,155.4420098999999,,,155.9257061999997,down,155.92576799999915,155.9257906999992,None,0.32633960000021034,0.10404460000063409,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
115,0,115,up,None,0.3810988000004727,None,,,115,0,115,0,155.94220320000022,,,,,,,,,,,,,,,,,,,,155.92607729999872,155.94220320000022,156.85922149999897,156.84332879999965,1,156.84609239999918,156.85922149999897,156.85922149999897,157.35823600000003,157.35823600000003,157.34261089999927,up,157.34266810000008,157.34269759999916,None,0.3810988000004727,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
116,0,116,None,None,,,,,116,0,116,0,157.35823600000003,,,,,,,,,,,,,,,,,,,,157.34287869999935,157.35823600000003,158.09192839999923,158.07507590000023,2,158.07718810000006,158.09192839999923,158.09192839999923,,,158.5753592000001,None,158.57541349999883,158.57545469999968,None,,,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
117,0,117,up,None,0.3588168999995105,None,,,117,0,117,0,158.59162629999992,,,,,,,,,,,,,,,,,,,,158.57564610000009,158.59162629999992,159.44159839999884,159.42587549999917,1,159.42857279999953,159.44159839999884,159.44159839999884,159.94254869999895,159.94254869999895,159.9259760999994,up,159.92603710000003,159.9260661999997,None,0.3588168999995105,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
118,0,118,down,None,0.37167239999871526,None,,,118,0,118,0,159.94254869999895,,,,,,,,,,,,,,,,,,,,159.92624389999946,159.94254869999895,160.90873809999903,160.8920853999989,2,160.8941537999999,160.90873809999903,160.90873809999903,,,161.39222410000002,down,161.39229159999923,161.39232730000003,None,0.37167239999871526,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
119,0,119,down,None,0.3843118999993749,None,,,119,0,119,0,161.4088230999987,,,,,,,,,,,,,,,,,,,,161.3925151000003,161.4088230999987,162.1920556999994,162.17579529999966,2,162.17807410000023,162.1920556999994,162.1920556999994,162.69206610000037,162.69206610000037,162.67592409999997,down,162.67597419999947,162.67599410000003,None,0.3843118999993749,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
120,0,120,up,None,0.39734859999953187,None,,,120,0,120,0,162.69206610000037,,,,,,,,,,,,,,,,,,,,162.67616169999928,162.69206610000037,163.49160759999904,163.4752701999987,1,163.47748649999994,163.49160759999904,163.49160759999904,163.99244999999974,163.99244999999974,163.97524650000014,up,163.97530209999968,163.97531929999968,None,0.39734859999953187,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
121,0,121,down,None,0.396720999999161,None,,,121,0,121,0,163.99244999999974,,,,,,,,,,,,,,,,,,,,163.97545600000012,163.99244999999974,164.85957049999888,164.8423019999991,2,164.84548709999945,164.85957049999888,164.85957049999888,,,165.35858109999936,down,165.3586467999994,165.35868039999878,None,0.396720999999161,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
122,0,122,up,None,0.4338489000001573,None,,,122,0,122,0,165.3754016999992,,,,,,,,,,,,,,,,,,,,165.3588691999994,165.3754016999992,165.94240639999953,165.92548279999937,1,165.92795259999912,165.94240639999953,165.94240639999953,166.4418902999987,166.4418902999987,166.42530719999922,up,166.42536649999965,166.42539829999987,None,0.4338489000001573,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
123,0,123,up,None,0.38212190000012924,None,,,123,0,123,0,166.4418902999987,,,,,,,,,,,,,,,,,,,,166.42558839999947,166.4418902999987,167.24217259999932,167.22561779999887,1,167.22783759999948,167.24217259999932,167.24217259999932,,,167.72632329999942,up,167.72639009999875,167.72641320000002,None,0.38212190000012924,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
124,0,124,down,None,0.4112456000002567,None,,,124,0,124,0,167.7419020999987,,,,,,,,,,,,,,,,,,,,167.72659489999933,167.7419020999987,168.72502939999868,168.70934579999994,2,168.71223219999956,168.72502939999868,168.72502939999868,169.22550079999928,169.22550079999928,169.20929849999993,down,169.20936119999897,169.20939299999918,None,0.4112456000002567,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
125,0,125,up,None,0.4159717999991699,None,,,125,0,125,0,169.22550079999928,,,,,,,,,,,,,,,,,,,,169.20957989999988,169.22550079999928,169.79238739999892,169.7751963999999,1,169.77801759999966,169.79238739999892,169.79238739999892,,,170.27559680000013,up,170.27567049999925,170.2757036999992,None,0.4159717999991699,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
126,0,126,None,None,,,,,126,0,126,0,170.29228019999937,,,,,,,,,,,,,,,,,,,,170.27595110000038,170.29228019999937,170.95829669999875,170.9427555000002,1,170.94661689999884,170.95829669999875,170.95829669999875,,,171.44302459999926,None,171.44307060000028,171.4430988999993,None,,,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
127,0,127,up,None,0.4099389000002702,None,,,127,0,127,0,171.45823269999892,,,,,,,,,,,,,,,,,,,,171.44329339999967,171.45823269999892,172.15856480000002,172.14263849999952,1,172.14535590000014,172.15856480000002,172.15856480000002,172.6587466000001,172.6587466000001,172.64251179999883,up,172.64256129999922,172.64257969999926,None,0.4099389000002702,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
128,0,128,up,None,0.4118434000010893,None,,,128,0,128,0,172.6587466000001,,,,,,,,,,,,,,,,,,,,172.64274320000004,172.6587466000001,173.49253529999987,173.47562149999976,1,173.4783587999991,173.49253529999987,173.49253529999987,,,173.9758585999989,up,173.97593909999887,173.9759729999987,None,0.4118434000010893,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
129,0,129,up,None,0.38663869999982126,None,,,129,0,129,0,173.99231419999887,,,,,,,,,,,,,,,,,,,,173.97621139999865,173.99231419999887,174.5258763999991,174.50901759999942,1,174.51110530000005,174.5258763999991,174.5258763999991,175.02516579999974,175.02516579999974,175.00913729999957,up,175.0092136000003,175.00925629999983,None,0.38663869999982126,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
130,0,130,up,None,0.3964085999996314,None,,,130,0,130,0,175.02516579999974,,,,,,,,,,,,,,,,,,,,175.00950170000033,175.02516579999974,175.8759704999993,175.85868069999924,1,175.8616994999993,175.8759704999993,175.8759704999993,,,176.35898269999961,up,176.35903299999882,176.3590538999997,None,0.3964085999996314,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
131,0,131,up,None,0.3707216000002518,None,,,131,0,131,0,176.37553709999884,,,,,,,,,,,,,,,,,,,,176.35919339999964,176.37553709999884,177.12555819999943,177.10866879999958,1,177.11132129999896,177.12555819999943,177.12555819999943,177.62545130000035,177.62545130000035,177.60882289999972,up,177.60887729999922,177.60889549999956,None,0.3707216000002518,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
132,0,132,up,None,0.37803600000006554,None,,,132,0,132,0,177.62545130000035,,,,,,,,,,,,,,,,,,,,177.60902039999928,177.62545130000035,178.37555669999892,178.35943210000005,1,178.3616248999988,178.37555669999892,178.37555669999892,,,178.86001550000037,up,178.86008479999873,178.86011789999975,None,0.37803600000006554,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
133,0,133,up,None,0.3576364000000467,None,,,133,0,133,0,178.87568379999902,,,,,,,,,,,,,,,,,,,,178.8603224999988,178.87568379999902,179.45870959999957,179.4426129000003,1,179.44530499999928,179.45870959999957,179.45870959999957,179.9590105999996,179.9590105999996,179.9421308000001,up,179.9421960999989,179.94222660000014,None,0.3576364000000467,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
134,0,134,up,None,0.37778459999935876,None,,,134,0,134,0,179.9590105999996,,,,,,,,,,,,,,,,,,,,179.94235339999977,179.9590105999996,180.75857220000034,180.74222199999895,1,180.74544799999967,180.75857220000034,180.75857220000034,181.25811710000016,181.25811710000016,181.24205579999943,up,181.24211680000008,181.24214579999898,None,0.37778459999935876,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
135,0,135,down,None,0.4472838000001502,None,,,135,0,135,0,181.25811710000016,,,,,,,,,,,,,,,,,,,,181.2423203999988,181.25811710000016,182.0089614999997,181.99267510000027,2,181.99532550000004,182.0089614999997,182.0089614999997,182.50855930000034,182.50855930000034,182.49240399999871,down,182.49246179999864,182.49249229999987,None,0.4472838000001502,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
136,0,136,down,None,0.3172413000011147,0.11987839999892458,,,136,0,136,0,182.50855930000034,,,,,,,,,,,,,,,,,,,,182.49270520000027,182.50855930000034,183.4752626999998,183.4584894999989,2,183.46101049999925,183.4752626999998,183.4752626999998,,,183.95924679999916,down,183.95932809999977,183.95936830000028,None,0.3172413000011147,0.11987839999892458,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
137,0,137,down,None,0.37126089999947,None,,,137,0,137,0,183.97508050000033,,,,,,,,,,,,,,,,,,,,183.95958059999975,183.97508050000033,184.52505219999875,184.50829539999904,2,184.51098679999996,184.52505219999875,184.52505219999875,,,185.01006269999925,down,185.0101416999987,185.01016960000015,None,0.37126089999947,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
138,0,138,up,None,0.4008203000012145,None,,,138,0,138,0,185.02523709999878,,,,,,,,,,,,,,,,,,,,185.01033789999929,185.02523709999878,185.57558479999898,185.55953289999889,1,185.5619057999993,185.57558479999898,185.57558479999898,186.0756913999994,186.0756913999994,186.05866129999959,up,186.0587371999991,186.05877130000044,None,0.4008203000012145,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
139,0,139,down,None,0.4220294000006106,None,,,139,0,139,0,186.0756913999994,,,,,,,,,,,,,,,,,,,,186.058995899999,186.0756913999994,186.67487470000015,186.65873749999992,2,186.66083669999898,186.67487470000015,186.67487470000015,,,187.15913059999912,down,187.15921609999896,187.1592528000001,None,0.4220294000006106,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
140,0,140,up,None,0.36746169999969425,None,,,140,0,140,0,187.17524570000023,,,,,,,,,,,,,,,,,,,,187.15947179999966,187.17524570000023,188.00881239999944,187.99307169999884,1,187.9960804000002,188.00881239999944,188.00881239999944,188.5085650000001,188.5085650000001,188.49275750000015,up,188.49281019999944,188.49283730000025,None,0.36746169999969425,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
141,0,141,up,None,0.341935000000376,0.08014550000007148,,,141,0,141,0,188.5085650000001,,,,,,,,,,,,,,,,,,,,188.4930113999999,188.5085650000001,189.04231579999941,189.0251188000002,2,189.0280127999995,189.04231579999941,189.04231579999941,,,189.52533380000023,up,189.52539109999998,189.52541969999947,None,0.341935000000376,0.08014550000007148,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
142,0,142,down,None,0.38998520000131975,None,,,142,0,142,0,189.5418185999988,,,,,,,,,,,,,,,,,,,,189.52555949999987,189.5418185999988,190.24229519999972,190.22517700000026,2,190.227811499999,190.24229519999972,190.24229519999972,190.74159709999913,190.74159709999913,190.72510049999983,down,190.72516189999988,190.72519300000022,None,0.38998520000131975,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
143,0,143,up,None,0.39822170000115875,None,,,143,0,143,0,190.74159709999913,,,,,,,,,,,,,,,,,,,,190.72536219999893,190.74159709999913,191.4421266999998,191.42556969999896,1,191.4282762999992,191.4421266999998,191.4421266999998,,,191.92576430000008,up,191.92583550000018,191.92586870000014,None,0.39822170000115875,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
144,0,144,down,None,0.3901855999993131,None,,,144,0,144,0,191.94177610000042,,,,,,,,,,,,,,,,,,,,191.92606559999876,191.94177610000042,192.64221179999913,192.6256967999998,2,192.627855499999,192.64221179999913,192.64221179999913,193.1420949000003,193.1420949000003,193.12606739999865,down,193.12614009999925,193.12616199999866,None,0.3901855999993131,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
145,0,145,down,None,0.3363093999996636,0.11995519999982207,,,145,0,145,0,193.1420949000003,,,,,,,,,,,,,,,,,,,,193.12640519999877,193.1420949000003,193.97595739999997,193.95923140000014,2,193.96151139999893,193.97595739999997,193.97595739999997,194.47522609999942,194.47522609999942,194.45897669999977,down,194.4590434999991,194.4590793999996,None,0.3363093999996636,0.11995519999982207,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
146,0,146,up,None,0.3651722999984486,None,,,146,0,146,0,194.47522609999942,,,,,,,,,,,,,,,,,,,,194.45925279999938,194.47522609999942,195.27510799999982,195.25935339999887,1,195.26270320000003,195.27510799999982,195.27510799999982,195.77535890000036,195.77535890000036,195.7585392000001,up,195.75860029999967,195.75862959999904,None,0.3651722999984486,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
147,0,147,down,None,0.4068451000002824,None,,,147,0,147,0,195.77535890000036,,,,,,,,,,,,,,,,,,,,195.75882049999927,195.77535890000036,196.6414735999988,196.6255868999997,2,196.62810589999935,196.6414735999988,196.6414735999988,197.1423080000004,197.1423080000004,197.1256271000002,down,197.12568279999869,197.12570159999996,None,0.4068451000002824,None,,,,,,,,,,sub-008,001,2026-01-28_17h17.09.558,NESC3137_EEG_experiment,,2025.1.1,60.15138901627077,2026-01-28 17h17.26.597412 -0400,
