thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_4.keys,key_resp_3.rt,key_resp_3.duration,key_resp_4.rt,key_resp_4.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,lsl_stream.started,lsl_stream.stopped,setup.started,setup.stopped,welcome.started,welcomeimg.started,key_resp.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction.started,instructionimg.started,key_resp_2.started,instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fixation.started,cross.started,cross.stopped,fixation.stopped,trigger,face.started,faceStim.started,key_resp_3.started,faceStim.stopped,key_resp_3.stopped,face.stopped,trials.key_resp_3.keys,break_2.started,break_2.stopped,trials.key_resp_4.keys,trials.key_resp_3.rt,trials.key_resp_3.duration,breakimg.started,breakimg.stopped,break2img.started,key_resp_4.started,trials.key_resp_4.rt,trials.key_resp_4.duration,end.started,finish.started,finish.stopped,end.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
6,0,6,None,None,,,,,6,0,6,0,64.6349210999906,,,,,,,,,,,,,,,,,,,,64.6312639999669,64.6349210999906,65.29513979994226,65.28091199998744,2,65.2932826000033,65.29513979994226,65.29513979994226,,,65.78134190000128,None,65.78138519998174,65.78141459997278,None,,,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
7,0,7,None,None,,,,,7,0,7,0,65.78484809992369,,,,,,,,,,,,,,,,,,,,65.78155509999488,65.78484809992369,66.76656249992084,66.75181109993719,2,66.76521149999462,66.76656249992084,66.76656249992084,,,67.2521570000099,None,67.25223049998749,67.25225359993055,None,,,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
8,0,8,None,None,,,,,8,0,8,0,67.25610659993254,,,,,,,,,,,,,,,,,,,,67.25239519996103,67.25610659993254,68.22705399990082,68.21434999990743,1,68.22574199992232,68.22705399990082,68.22705399990082,68.71396490000188,68.71396490000188,68.7100950999884,None,68.71015109994914,68.71016969997436,None,,,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
9,0,9,down,None,0.4748749000718817,None,,,9,0,9,0,68.71396490000188,,,,,,,,,,,,,,,,,,,,68.71028879994992,68.71396490000188,69.274845500011,69.26035260001663,1,69.27344359993003,69.274845500011,69.274845500011,69.76402549992781,69.76402549992781,69.76036909990944,down,69.76043399993796,69.76046839996707,None,0.4748749000718817,None,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
10,0,10,None,None,,,,,10,0,10,0,69.76402549992781,,,,,,,,,,,,,,,,,,,,69.76070719992276,69.76402549992781,70.57000179996248,70.55629480001517,2,70.56859439995605,70.57000179996248,70.57000179996248,71.05976159998681,71.05976159998681,71.05581069993787,None,71.0558524999069,71.05587119993288,None,,,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
11,0,11,None,None,,,,,11,0,11,0,71.05976159998681,,,,,,,,,,,,,,,,,,,,71.05600109999068,71.05976159998681,71.88288639998063,71.86845660000108,1,71.88130080001429,71.88288639998063,71.88288639998063,72.37232460000087,72.37232460000087,72.36861010000575,None,72.36864609993063,72.3686694999924,None,,,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
12,0,12,None,None,,,,,12,0,12,0,72.37232460000087,,,,,,,,,,,,,,,,,,,,72.36879440001212,72.37232460000087,72.96206089993939,72.94867069995962,2,72.96071179991122,72.96206089993939,72.96206089993939,73.45144689991139,73.45144689991139,73.4473708999576,None,73.44740529998671,73.44742280000355,None,,,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
13,0,13,down,None,0.4492995999753475,None,,,13,0,13,0,73.45144689991139,,,,,,,,,,,,,,,,,,,,73.44753759994637,73.45144689991139,74.42651749996003,74.41031029995065,2,74.42462269996759,74.42651749996003,74.42651749996003,74.9139501999598,74.9139501999598,74.91029389994219,down,74.91033669991884,74.91035459993873,None,0.4492995999753475,None,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
14,0,14,None,None,,,,,14,0,14,0,74.9139501999598,,,,,,,,,,,,,,,,,,,,74.91080660000443,74.9139501999598,75.48316669999622,75.46850119996816,1,75.4819290000014,75.48316669999622,75.48316669999622,75.97223949991167,75.97223949991167,75.96847709990107,None,75.96853969991207,75.96855979994871,None,,,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
15,0,15,None,None,,,,,15,0,15,0,75.97223949991167,,,,,,,,,,,,,,,,,,,,75.96869779995177,75.97223949991167,76.7303579999134,76.71441769995727,2,76.72901050001383,76.7303579999134,76.7303579999134,77.21819359995425,77.21819359995425,77.21405139996205,None,77.21408589999191,77.21410400001332,None,,,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
16,0,16,up,None,0.4110219000140205,None,,,16,0,16,0,77.21819359995425,,,,,,,,,,,,,,,,,,,,77.21421849995386,77.21819359995425,78.10269430000335,78.08975359995384,1,78.10141180001665,78.10269430000335,78.10269430000335,78.59308259992395,78.59308259992395,78.58930699992925,up,78.58934959990438,78.58936639991589,None,0.4110219000140205,None,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
17,0,17,down,None,0.3975458999630064,None,,,17,0,17,0,78.59308259992395,,,,,,,,,,,,,,,,,,,,78.58948949992191,78.59308259992395,79.36100349994376,79.34765399992466,1,79.35961539996788,79.36100349994376,79.36100349994376,,,79.84849289990962,down,79.84854539996013,79.8485680000158,None,0.3975458999630064,None,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
18,0,18,None,None,,,,,18,0,18,0,79.85140719998162,,,,,,,,,,,,,,,,,,,,79.84871509997174,79.85140719998162,80.55036999995355,80.53508649999276,2,80.54836329992395,80.55036999995355,80.55036999995355,81.03889600001276,81.03889600001276,81.03511409997009,None,81.03515269991476,81.03517299995292,None,,,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
19,0,19,None,None,,,,,19,0,19,0,81.03889600001276,,,,,,,,,,,,,,,,,,,,81.03529279993381,81.03889600001276,81.55228009994607,81.5390488000121,2,81.55095840001013,81.55228009994607,81.55228009994607,82.03907970001455,82.03907970001455,82.03502019995358,None,82.03505579999182,82.03507330000866,None,,,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
20,0,20,up,None,0.4679489000700414,None,,,20,0,20,0,82.03907970001455,,,,,,,,,,,,,,,,,,,,82.03519309998956,82.03907970001455,82.66970600001514,82.65585499990266,1,82.66799180000089,82.66970600001514,82.66970600001514,83.15971449995413,83.15971449995413,83.15587049990427,up,83.15591279999353,83.15592930000275,None,0.4679489000700414,None,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
21,0,21,None,None,,,,,21,0,21,0,83.15971449995413,,,,,,,,,,,,,,,,,,,,83.15604889998212,83.15971449995413,83.93267979996745,83.91837659990415,2,83.9313189999666,83.93267979996745,83.93267979996745,84.42264589993283,84.42264589993283,84.41824989998713,None,84.41828529990744,84.41830329992808,None,,,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
22,0,22,None,None,,,,,22,0,22,0,84.42264589993283,,,,,,,,,,,,,,,,,,,,84.41841039992869,84.42264589993283,85.186881099944,85.17233919992577,2,85.18558389996178,85.186881099944,85.186881099944,,,85.67246529995464,None,85.67251579998992,85.67253779992461,None,,,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
23,0,23,None,None,,,,,23,0,23,0,85.67655769991688,,,,,,,,,,,,,,,,,,,,85.67268750001676,85.67655769991688,86.35193929995876,86.3391391999321,2,86.35056479997002,86.35193929995876,86.35193929995876,86.83890179998707,86.83890179998707,86.8351982999593,None,86.83526179997716,86.8352833999088,None,,,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
24,0,24,None,None,,,,,24,0,24,0,86.83890179998707,,,,,,,,,,,,,,,,,,,,86.83541699999478,86.83890179998707,87.77701909991447,87.76012290001381,1,87.7741675999714,87.77701909991447,87.77701909991447,,,88.26030660001561,None,88.26036419998854,88.26038699992932,None,,,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
25,0,25,None,None,,,,,25,0,25,0,88.26404969999567,,,,,,,,,,,,,,,,,,,,88.26052809995599,88.26404969999567,89.15193179994822,89.139048299985,2,89.15060229995288,89.15193179994822,89.15193179994822,89.63918209995609,89.63918209995609,89.63485389994457,None,89.63488779996987,89.63491429993883,None,,,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
26,0,26,up,None,0.44025569991208613,None,,,26,0,26,0,89.63918209995609,,,,,,,,,,,,,,,,,,,,89.63502779998817,89.63918209995609,90.22218669997528,90.20622489997186,1,90.22091589996126,90.22218669997528,90.22218669997528,90.70972980000079,90.70972980000079,90.70585619995836,up,90.7058974999236,90.70591439993586,None,0.44025569991208613,None,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
27,0,27,None,None,,,,,27,0,27,0,90.70972980000079,,,,,,,,,,,,,,,,,,,,90.70606140000746,90.70972980000079,91.57697039993946,91.56421709991992,1,91.57496160001028,91.57697039993946,91.57697039993946,92.06404550001025,92.06404550001025,92.05990319990087,None,92.0599390999414,92.05995649995748,None,,,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
28,0,28,down,None,0.450114700011909,None,,,28,0,28,0,92.06404550001025,,,,,,,,,,,,,,,,,,,,92.0600826999871,92.06404550001025,92.99191139999311,92.97669179993682,2,92.99063599994406,92.99191139999311,92.99191139999311,93.48071809997782,93.48071809997782,93.47645379998721,down,93.47649499995168,93.4765228999313,None,0.450114700011909,None,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
29,0,29,None,None,,,,,29,0,29,0,93.48071809997782,,,,,,,,,,,,,,,,,,,,93.47663900000043,93.48071809997782,94.45678929996211,94.4434850999387,1,94.45545179990586,94.45678929996211,94.45678929996211,94.94303739990573,94.94303739990573,94.93992809997872,None,94.93996389990207,94.93998199992348,None,,,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
30,0,30,None,None,,,,,30,0,30,0,94.94303739990573,,,,,,,,,,,,,,,,,,,,94.9401081999531,94.94303739990573,95.45622079994064,95.44326349999756,2,95.4547630000161,95.45622079994064,95.45622079994064,95.94326169998385,95.94326169998385,95.93919609999284,None,95.93923179991543,95.9392494999338,None,,,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
31,0,31,down,None,0.10272850003093481,0.251960999914445,,,31,0,31,0,95.94326169998385,,,,,,,,,,,,,,,,,,,,95.93936710001435,95.94326169998385,96.61140129994601,96.59745819994714,1,96.61003999994136,96.61140129994601,96.61140129994601,97.1015180000104,97.1015180000104,97.0975511999568,down,97.09759149991442,97.09761619998608,None,0.10272850003093481,0.251960999914445,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
32,0,32,None,None,,,,,32,0,32,0,97.1015180000104,,,,,,,,,,,,,,,,,,,,97.09773909999058,97.1015180000104,98.04330619995017,98.02685869997367,2,98.0396815999411,98.04330619995017,98.04330619995017,98.53054369997699,98.53054369997699,98.52668329991866,None,98.52671819995157,98.52673579996917,None,,,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
33,0,33,up,None,0.4301806000294164,None,,,33,0,33,0,98.53054369997699,,,,,,,,,,,,,,,,,,,,98.52684339997359,98.53054369997699,99.0278158999281,99.01409780001268,1,99.02650639996864,99.0278158999281,99.0278158999281,99.51817099994514,99.51817099994514,99.51393949997146,up,99.51397909992374,99.51399619993754,None,0.4301806000294164,None,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
34,0,34,down,None,0.4413437000475824,None,,,34,0,34,0,99.51817099994514,,,,,,,,,,,,,,,,,,,,99.51414429990109,99.51817099994514,100.13243669993244,100.11831049993634,1,100.13108989992179,100.13243669993244,100.13243669993244,,,100.61878399993293,down,100.61889069993049,100.61893170000985,None,0.4413437000475824,None,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
35,0,35,None,None,,,,,35,0,35,0,100.62211329990532,,,,,,,,,,,,,,,,,,,,100.61908249999397,100.62211329990532,101.2271026999224,101.21412089990918,2,101.2257888999302,101.2271026999224,101.2271026999224,101.71388069994282,101.71388069994282,101.70998970000073,None,101.71002719993703,101.71006989991292,None,,,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
36,0,36,up,None,0.47925620002206415,None,,,36,0,36,0,101.71388069994282,,,,,,,,,,,,,,,,,,,,101.71020149998367,101.71388069994282,102.5067437000107,102.49339059996419,1,102.50528649997432,102.5067437000107,102.5067437000107,,,102.99351810000371,up,102.99357279995456,102.99359500000719,None,0.47925620002206415,None,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
37,0,37,None,None,,,,,37,0,37,0,102.99728809995577,,,,,,,,,,,,,,,,,,,,102.99373509990983,102.99728809995577,103.83737470000051,103.82242709991988,2,103.83599609998055,103.83737470000051,103.83737470000051,104.3263464999618,104.3263464999618,104.3223760999972,None,104.32241299992893,104.32243009994272,None,,,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
38,0,38,down,None,0.44989809999242425,None,,,38,0,38,0,104.3263464999618,,,,,,,,,,,,,,,,,,,,104.32268659991678,104.3263464999618,105.19585169991478,105.18087879999075,2,105.1945988999214,105.19585169991478,105.19585169991478,105.68517989991233,105.68517989991233,105.6805883999914,down,105.68063179997262,105.68065019999631,None,0.44989809999242425,None,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
39,0,39,None,None,,,,,39,0,39,0,105.68517989991233,,,,,,,,,,,,,,,,,,,,105.68077699991409,105.68517989991233,106.24915269995108,106.23505869996734,1,106.24781500000972,106.24915269995108,106.24915269995108,106.73907689994667,106.73907689994667,106.73479009990115,None,106.73482419992797,106.7348406999372,None,,,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
40,0,40,None,None,,,,,40,0,40,0,106.73907689994667,,,,,,,,,,,,,,,,,,,,106.73495409998577,106.73907689994667,107.40628789993934,107.39315459993668,2,107.40502159995958,107.40628789993934,107.40628789993934,107.89336320001166,107.89336320001166,107.88919559994247,None,107.889231499983,107.88925010000821,None,,,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
41,0,41,down,None,0.4160945999901742,None,,,41,0,41,0,107.89336320001166,,,,,,,,,,,,,,,,,,,,107.88937129999977,107.89336320001166,108.75769329990726,108.74327380000614,2,108.75628179998603,108.75769329990726,108.75769329990726,109.2471579000121,109.2471579000121,109.24341319990344,down,109.2434576000087,109.2434787999373,None,0.4160945999901742,None,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
42,0,42,None,None,,,,,42,0,42,0,109.2471579000121,,,,,,,,,,,,,,,,,,,,109.24361259990837,109.2471579000121,110.01399509992916,109.99746069998946,1,110.01272579992656,110.01399509992916,110.01399509992916,,,110.49770929990336,None,110.49775579990819,110.49777769995853,None,,,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
43,0,43,None,None,,,,,43,0,43,0,110.50153229990974,,,,,,,,,,,,,,,,,,,,110.49798439990263,110.50153229990974,111.02648749994114,111.01430689997505,2,111.0252288999036,111.02648749994114,111.02648749994114,111.5138570999261,111.5138570999261,111.50996729999315,None,111.51000199990813,111.51001849991735,None,,,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
44,0,44,None,None,,,,,44,0,44,0,111.5138570999261,,,,,,,,,,,,,,,,,,,,111.51014459994622,111.5138570999261,112.4561794999754,112.44314939994365,2,112.4546069999924,112.4561794999754,112.4561794999754,112.94332690001465,112.94332690001465,112.93904500000644,None,112.93908689997625,112.9391115999315,None,,,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
45,0,45,None,None,,,,,45,0,45,0,112.94332690001465,,,,,,,,,,,,,,,,,,,,112.93928239995148,112.94332690001465,113.69796159991529,113.6849222999299,2,113.6962565999711,113.69796159991529,113.69796159991529,114.18471910001244,114.18471910001244,114.18101329996716,None,114.18104930000845,114.18106769991573,None,,,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
46,0,46,None,None,,,,,46,0,46,0,114.18471910001244,,,,,,,,,,,,,,,,,,,,114.18119149992708,114.18471910001244,115.14212649990804,115.12703199998941,1,115.14016179996543,115.14212649990804,115.14212649990804,115.6304202999454,115.6304202999454,115.62665869994089,None,115.62669409997761,115.62671159999445,None,,,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
47,0,47,None,None,,,,,47,0,47,0,115.6304202999454,,,,,,,,,,,,,,,,,,,,115.62683249998372,115.6304202999454,116.33984689996578,116.32663749996573,2,116.33804519998375,116.33984689996578,116.33984689996578,116.82626899995375,116.82626899995375,116.82268310000654,None,116.8227188999299,116.82273529993836,None,,,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
48,0,48,None,None,,,,,48,0,48,0,116.82626899995375,,,,,,,,,,,,,,,,,,,,116.82285639992915,116.82626899995375,117.50819369999226,117.49341649992857,1,117.50600729999132,117.50819369999226,117.50819369999226,117.9970843999181,117.9970843999181,117.99345730000641,None,117.99349829996936,117.99351719999686,None,,,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
49,0,49,None,None,,,,,49,0,49,0,117.9970843999181,,,,,,,,,,,,,,,,,,,,117.99364819994662,117.9970843999181,118.59889129991643,118.58493739995174,1,118.59747839998454,118.59889129991643,118.59889129991643,119.08903299993835,119.08903299993835,119.08511959994212,None,119.08516729995608,119.08518709999043,None,,,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
50,0,50,None,None,,,,,50,0,50,0,119.08903299993835,,,,,,,,,,,,,,,,,,,,119.08535479998682,119.08903299993835,119.69807789998595,119.68503619998228,1,119.69585339992773,119.69807789998595,119.69807789998595,120.1847742999671,120.1847742999671,120.18116659997031,None,120.18120290001389,120.18122109991964,None,,,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
51,0,51,None,None,,,,,51,0,51,0,120.1847742999671,,,,,,,,,,,,,,,,,,,,120.18134769995231,120.1847742999671,121.03300119994674,121.01816039998084,2,121.0312963000033,121.03300119994674,121.03300119994674,,,121.51829999999609,None,121.51834579999559,121.51836759992875,None,,,,,,,,,,,,,010,001,2026-01-28_16h55.09.607,NESC3137_EEG_experiment,,2025.2.4,238.34890995554127,2026-01-28 16h55.10.142300 -0400,
