thisN,thisTrialN,thisRepN,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,lsl_stream.started,lsl_stream.stopped,setup.started,setup.stopped,welcome.started,welcomeimg.started,key_resp.started,welcome.stopped,key_resp.keys,key_resp.rt,key_resp.duration,instruction.started,instructionimg.started,key_resp_2.started,instruction.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,fixation.started,cross.started,cross.stopped,fixation.stopped,trigger,face.started,faceStim.started,key_resp_3.started,faceStim.stopped,key_resp_3.stopped,face.stopped,trials.key_resp_3.keys,trials.key_resp_3.rt,trials.key_resp_3.duration,break_2.started,break_2.stopped,trials.key_resp_4.keys,breakimg.started,break2img.started,key_resp_4.started,breakimg.stopped,trials.key_resp_4.rt,trials.key_resp_4.duration,end.started,finish.started,end.stopped,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,0.011558399999557878,0.011619799999607494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
,,,,,,,,,,,,,,,,,0.011637099999461498,0.011657899999590882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
,,,,,,,,,,,,,,,,,,,0.01171040000008361,0.014525900000080583,0.014525900000080583,8.384178599999359,space,8.351546699999744,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
,,,,,,,,,,,,,,,,,,,,,,,,,,8.384223899999597,8.39808660000017,8.39808660000017,16.69843260000016,space,8.29596439999932,None,,,,,,,,,,,,,,,,,,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
0,0,0,up,0.3658134000006612,None,None,,,0,0,0,0,16.714490599999408,,,,,,,,,,,,,,,,,,,,16.70043059999989,16.714490599999408,17.264237899999898,17.248080299999856,1,17.250126899999486,17.264237899999898,17.264237899999898,17.763950800000202,17.763950800000202,17.748100899999372,up,0.3658134000006612,None,17.748166100000162,17.74820869999985,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
1,0,1,down,0.4351579000003767,None,None,,,1,0,1,0,17.763950800000202,,,,,,,,,,,,,,,,,,,,17.7484072999996,17.763950800000202,18.33095409999987,18.314339499999733,2,18.31720099999984,18.33095409999987,18.33095409999987,18.831072899999526,18.831072899999526,18.814427100000103,down,0.4351579000003767,None,18.81448829999954,18.814520599999923,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
2,0,2,None,,,None,,,2,0,2,0,18.831072899999526,,,,,,,,,,,,,,,,,,,,18.814712499999587,18.831072899999526,19.531171099999483,19.51498999999967,2,19.51744679999956,19.531171099999483,19.531171099999483,20.0305472,20.0305472,20.01463059999969,None,,,20.01468179999938,20.014713599999595,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
3,0,3,down,0.38835000000017317,None,None,,,3,0,3,0,20.0305472,,,,,,,,,,,,,,,,,,,,20.014897199999723,20.0305472,20.897603499999605,20.88162310000007,2,20.8836553000001,20.897603499999605,20.897603499999605,21.397781499999837,21.397781499999837,21.381592799999453,down,0.38835000000017317,None,21.381634200000008,21.381651699999566,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
4,0,4,down,0.40254749999985506,None,None,,,4,0,4,0,21.397781499999837,,,,,,,,,,,,,,,,,,,,21.381774999999834,21.397781499999837,21.931387799999357,21.914906699999847,2,21.91708159999962,21.931387799999357,21.931387799999357,22.431158599999435,22.431158599999435,22.414606399999684,down,0.40254749999985506,None,22.414646499999435,22.41466429999946,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
5,0,5,None,,,None,,,5,0,5,0,22.431158599999435,,,,,,,,,,,,,,,,,,,,22.414782799999557,22.431158599999435,23.347714300000007,23.331376299999647,1,23.333650699999453,23.347714300000007,23.347714300000007,,,23.831606499999907,None,,,23.83166639999945,23.831699399999707,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
6,0,6,None,,,None,,,6,0,6,0,23.847711399999753,,,,,,,,,,,,,,,,,,,,23.831880499999897,23.847711399999753,24.547638500000176,24.53141079999932,1,24.53420069999993,24.547638500000176,24.547638500000176,25.04736580000008,25.04736580000008,25.03112979999969,None,,,25.031178100000034,25.031210799999826,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
7,0,7,up,0.42738229999940813,None,None,,,7,0,7,0,25.04736580000008,,,,,,,,,,,,,,,,,,,,25.031390099999953,25.04736580000008,25.73060269999951,25.71450679999998,1,25.717034299999796,25.73060269999951,25.73060269999951,26.230692199999794,26.230692199999794,26.21424549999938,up,0.42738229999940813,None,26.21430809999947,26.21434009999939,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
8,0,8,None,,,None,,,8,0,8,0,26.230692199999794,,,,,,,,,,,,,,,,,,,,26.21462220000012,26.230692199999794,27.0141679999997,26.997839399999975,1,27.000455200000033,27.0141679999997,27.0141679999997,27.51397149999957,27.51397149999957,27.497825099999318,None,,,27.49787329999981,27.497905499999433,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
9,0,9,up,0.3903149999996458,None,None,,,9,0,9,0,27.51397149999957,,,,,,,,,,,,,,,,,,,,27.498085000000174,27.51397149999957,28.447825199999897,28.43138099999942,2,28.433506800000032,28.447825199999897,28.447825199999897,28.94746369999939,28.94746369999939,28.93147669999962,up,0.3903149999996458,None,28.931528600000092,28.9315574000002,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
10,0,10,None,,,None,,,10,0,10,0,28.94746369999939,,,,,,,,,,,,,,,,,,,,28.93168229999992,28.94746369999939,29.698019999999815,29.681301099999473,1,29.683316999999988,29.698019999999815,29.698019999999815,30.198048799999924,30.198048799999924,30.18130299999939,None,,,30.181340199999795,30.18135749999965,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
11,0,11,None,,,None,,,11,0,11,0,30.198048799999924,,,,,,,,,,,,,,,,,,,,30.181488100000024,30.198048799999924,30.93088059999991,30.91462009999941,2,30.916872899999362,30.93088059999991,30.93088059999991,31.430635099999563,31.430635099999563,31.414224199999808,None,,,31.414272699999856,31.41430390000005,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
12,0,12,up,0.4255603000001429,None,None,,,12,0,12,0,31.430635099999563,,,,,,,,,,,,,,,,,,,,31.414485599999352,31.430635099999563,31.964485200000126,31.94783490000009,1,31.950047799999993,31.964485200000126,31.964485200000126,32.4644301999997,32.4644301999997,32.447942099999636,up,0.4255603000001429,None,32.44798399999945,32.44800169999962,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
13,0,13,down,0.33982509999987087,0.11997509999946487,None,,,13,0,13,0,32.4644301999997,,,,,,,,,,,,,,,,,,,,32.44812480000019,32.4644301999997,33.298241899999994,33.281294100000196,2,33.28409009999996,33.298241899999994,33.298241899999994,33.79772950000006,33.79772950000006,33.78122649999932,down,0.33982509999987087,0.11997509999946487,33.78128509999988,33.7813170999998,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
14,0,14,down,0.38543099999969854,None,None,,,14,0,14,0,33.79772950000006,,,,,,,,,,,,,,,,,,,,33.781499099999564,33.79772950000006,34.56459429999995,34.54830039999979,2,34.55044519999956,34.56459429999995,34.56459429999995,35.064469999999346,35.064469999999346,35.048288399999365,down,0.38543099999969854,None,35.04832979999992,35.04834699999992,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
15,0,15,down,0.368931099999827,None,None,,,15,0,15,0,35.064469999999346,,,,,,,,,,,,,,,,,,,,35.04846619999989,35.064469999999346,35.98098029999983,35.96442839999963,1,35.96647159999975,35.98098029999983,35.98098029999983,36.48051679999935,36.48051679999935,36.464496300000064,down,0.368931099999827,None,36.46453500000007,36.46455280000009,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
16,0,16,None,,,None,,,16,0,16,0,36.48051679999935,,,,,,,,,,,,,,,,,,,,36.46467669999947,36.48051679999935,37.13089519999994,37.114692999999534,2,37.11712879999959,37.13089519999994,37.13089519999994,37.63054049999937,37.63054049999937,37.61462109999957,None,,,37.61467159999938,37.61470289999943,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
17,0,17,None,,,None,,,17,0,17,0,37.63054049999937,,,,,,,,,,,,,,,,,,,,37.61488629999985,37.63054049999937,38.33092579999993,38.31470249999984,1,38.317091799999616,38.33092579999993,38.33092579999993,,,38.81490339999982,None,,,38.81496470000002,38.815002399999685,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
18,0,18,None,,,None,,,18,0,18,0,38.83107349999955,,,,,,,,,,,,,,,,,,,,38.815152999999555,38.83107349999955,39.647598699999435,39.6313913999993,2,39.633360199999515,39.647598699999435,39.647598699999435,40.147768499999984,40.147768499999984,40.13159749999977,None,,,40.13163660000009,40.131662299999334,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
19,0,19,None,,,None,,,19,0,19,0,40.147768499999984,,,,,,,,,,,,,,,,,,,,40.131784199999856,40.147768499999984,40.68060859999969,40.66468910000003,1,40.666587400000026,40.68060859999969,40.68060859999969,41.1812546000001,41.1812546000001,41.1643438000001,None,,,41.164391799999976,41.164423299999726,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
20,0,20,down,0.4317854000000807,None,None,,,20,0,20,0,41.1812546000001,,,,,,,,,,,,,,,,,,,,41.16459639999994,41.1812546000001,41.81420619999972,41.797856299999694,1,41.80010039999979,41.81420619999972,41.81420619999972,42.31462079999983,42.31462079999983,42.29797959999996,down,0.4317854000000807,None,42.298022500000116,42.298039599999356,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
21,0,21,None,,,None,,,21,0,21,0,42.31462079999983,,,,,,,,,,,,,,,,,,,,42.298183799999606,42.31462079999983,42.864432399999714,42.84801659999994,2,42.850142599999344,42.864432399999714,42.864432399999714,43.364528099999916,43.364528099999916,43.34803699999975,None,,,43.34808249999969,43.34811059999993,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
22,0,22,None,,,None,,,22,0,22,0,43.364528099999916,,,,,,,,,,,,,,,,,,,,43.34827719999976,43.364528099999916,44.09736189999967,44.08109499999955,1,44.08294609999939,44.09736189999967,44.09736189999967,44.597390500000074,44.597390500000074,44.580849599999965,None,,,44.58090039999934,44.58095249999951,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
23,0,23,None,,,None,,,23,0,23,0,44.597390500000074,,,,,,,,,,,,,,,,,,,,44.58118849999937,44.597390500000074,45.44774359999974,45.431361599999946,2,45.43358189999981,45.44774359999974,45.44774359999974,45.94771209999999,45.94771209999999,45.93148310000015,None,,,45.931531899999754,45.93156420000014,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
24,0,24,None,,,None,,,24,0,24,0,45.94771209999999,,,,,,,,,,,,,,,,,,,,45.931765399999676,45.94771209999999,46.68060489999971,46.664033399999425,2,46.66669939999974,46.68060489999971,46.68060489999971,,,47.164259799999854,None,,,47.16433640000014,47.164374599999974,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
25,0,25,None,,,None,,,25,0,25,0,47.18107830000008,,,,,,,,,,,,,,,,,,,,47.16457780000019,47.18107830000008,48.13116959999934,48.114892300000065,1,48.11691449999944,48.13116959999934,48.13116959999934,48.631410799999685,48.631410799999685,48.614780099999734,None,,,48.614842699999826,48.614861799999744,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
26,0,26,up,0.4425989999999729,None,None,,,26,0,26,0,48.631410799999685,,,,,,,,,,,,,,,,,,,,48.61502269999983,48.631410799999685,49.14760179999939,49.13119329999972,1,49.133442999999716,49.14760179999939,49.14760179999939,49.64729979999993,49.64729979999993,49.63108680000005,up,0.4425989999999729,None,49.63114069999938,49.63116949999949,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
27,0,27,up,0.4481133999997837,None,None,,,27,0,27,0,49.64729979999993,,,,,,,,,,,,,,,,,,,,49.63134039999932,49.64729979999993,50.39790919999996,50.38129029999982,1,50.38310939999974,50.39790919999996,50.39790919999996,50.89757719999943,50.89757719999943,50.88138809999964,up,0.4481133999997837,None,50.881447099999605,50.881479199999376,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
28,0,28,up,0.46066030000019964,None,None,,,28,0,28,0,50.89757719999943,,,,,,,,,,,,,,,,,,,,50.88166480000018,50.89757719999943,51.89732079999976,51.88176999999996,1,51.883910800000194,51.89732079999976,51.89732079999976,52.39802529999997,52.39802529999997,52.3812997999994,up,0.46066030000019964,None,52.38134809999974,52.38136560000021,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
29,0,29,None,,,None,,,29,0,29,0,52.39802529999997,,,,,,,,,,,,,,,,,,,,52.38150649999989,52.39802529999997,52.96468790000017,52.94795889999932,1,52.95003949999955,52.96468790000017,52.96468790000017,,,53.44849559999966,None,,,53.448558399999456,53.44857979999961,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
30,0,30,up,0.37527070000032836,None,None,,,30,0,30,0,53.464587099999335,,,,,,,,,,,,,,,,,,,,53.448754399999416,53.464587099999335,54.23112619999938,54.214743599999565,1,54.216631100000086,54.23112619999938,54.23112619999938,54.73126880000018,54.73126880000018,54.714729199999965,up,0.37527070000032836,None,54.714777199999844,54.7147946999994,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
31,0,31,down,0.38880539999991015,None,None,,,31,0,31,0,54.73126880000018,,,,,,,,,,,,,,,,,,,,54.71492269999999,54.73126880000018,55.4813065999997,55.46475439999995,2,55.46695389999968,55.4813065999997,55.4813065999997,55.98082449999947,55.98082449999947,55.964265599999635,down,0.38880539999991015,None,55.964324300000044,55.96438479999961,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
32,0,32,down,0.4110909000000902,None,None,,,32,0,32,0,55.98082449999947,,,,,,,,,,,,,,,,,,,,55.964530999999624,55.98082449999947,56.73120639999979,56.714992999999595,2,56.71773479999956,56.73120639999979,56.73120639999979,57.23097549999966,57.23097549999966,57.214638399999785,down,0.4110909000000902,None,57.21468089999962,57.21469909999996,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
33,0,33,up,0.46249640000041836,None,None,,,33,0,33,0,57.23097549999966,,,,,,,,,,,,,,,,,,,,57.2148373,57.23097549999966,58.04762019999998,58.03090400000019,1,58.033557499999915,58.04762019999998,58.04762019999998,,,58.53168969999933,up,0.46249640000041836,None,58.531766199999765,58.53180400000019,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
34,0,34,down,0.3713041000000885,None,None,,,34,0,34,0,58.54794419999962,,,,,,,,,,,,,,,,,,,,58.53201959999933,58.54794419999962,59.114927599999646,59.097965799999656,2,59.09976629999983,59.114927599999646,59.114927599999646,59.61392369999976,59.61392369999976,59.59818429999996,down,0.3713041000000885,None,59.59825159999946,59.59827140000016,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
35,0,35,down,0.4262816999998904,None,None,,,35,0,35,0,59.61392369999976,,,,,,,,,,,,,,,,,,,,59.59840459999941,59.61392369999976,60.3477026999999,60.33114250000017,1,60.33342269999957,60.3477026999999,60.3477026999999,60.847602599999846,60.847602599999846,60.831359699999666,down,0.4262816999998904,None,60.831426899999315,60.831459500000165,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
36,0,36,None,,,None,,,36,0,36,0,60.847602599999846,,,,,,,,,,,,,,,,,,,,60.83168879999994,60.847602599999846,61.697849700000006,61.680905999999595,1,61.68346829999973,61.697849700000006,61.697849700000006,,,62.1810303000002,None,,,62.181084400000145,62.18111919999956,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
37,0,37,down,0.38094790000013745,None,None,,,37,0,37,0,62.19726549999996,,,,,,,,,,,,,,,,,,,,62.18129719999979,62.19726549999996,62.88097629999993,62.86456420000013,2,62.86684289999994,62.88097629999993,62.88097629999993,63.38056150000011,63.38056150000011,63.36455079999996,down,0.38094790000013745,None,63.36459389999982,63.36461109999982,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
38,0,38,down,0.4215790999996898,None,None,,,38,0,38,0,63.38056150000011,,,,,,,,,,,,,,,,,,,,63.364741200000026,63.38056150000011,64.2644049999999,64.24746069999946,2,64.24923459999991,64.2644049999999,64.2644049999999,,,64.74790489999941,down,0.4215790999996898,None,64.74797579999995,64.74801549999938,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
39,0,39,None,,,None,,,39,0,39,0,64.76429139999982,,,,,,,,,,,,,,,,,,,,64.74821319999955,64.76429139999982,65.66469879999931,65.64838210000016,1,65.65049569999974,65.66469879999931,65.66469879999931,66.16446499999984,66.16446499999984,66.14786730000014,None,,,66.1478991999993,66.1479161999996,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
40,0,40,None,,,None,,,40,0,40,0,66.16446499999984,,,,,,,,,,,,,,,,,,,,66.1480249999995,66.16446499999984,66.93108239999947,66.91462559999945,2,66.91683069999999,66.93108239999947,66.93108239999947,67.4311404,67.4311404,67.41425979999985,None,,,67.41436009999961,67.41440629999943,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
41,0,41,down,0.3819607999994332,None,None,,,41,0,41,0,67.4311404,,,,,,,,,,,,,,,,,,,,67.41454509999949,67.4311404,68.06413350000003,68.04755959999966,2,68.04949679999936,68.06413350000003,68.06413350000003,68.5646998000002,68.5646998000002,68.54765029999999,down,0.3819607999994332,None,68.54771689999961,68.54774980000002,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
42,0,42,up,0.4631167999996251,None,None,,,42,0,42,0,68.5646998000002,,,,,,,,,,,,,,,,,,,,68.54794899999979,68.5646998000002,69.43089270000019,69.41460629999983,1,69.41664760000003,69.43089270000019,69.43089270000019,69.93088959999932,69.93088959999932,69.9145869999993,up,0.4631167999996251,None,69.91464739999992,69.91467589999957,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
43,0,43,None,,,None,,,43,0,43,0,69.93088959999932,,,,,,,,,,,,,,,,,,,,69.9148452999998,69.93088959999932,70.54778089999945,70.53075540000009,2,70.53265639999972,70.54778089999945,70.54778089999945,,,71.03131919999942,None,,,71.03138469999976,71.03142070000013,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
44,0,44,None,,,None,,,44,0,44,0,71.04765179999958,,,,,,,,,,,,,,,,,,,,71.0316273999997,71.04765179999958,71.7645806999999,71.74828819999948,1,71.75094309999986,71.7645806999999,71.7645806999999,72.26431419999972,72.26431419999972,72.24816159999955,None,,,72.2482086,72.24822929999937,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
45,0,45,down,0.3817602999997689,None,None,,,45,0,45,0,72.26431419999972,,,,,,,,,,,,,,,,,,,,72.24835119999989,72.26431419999972,73.2642520999998,73.24797320000016,2,73.25016999999934,73.2642520999998,73.2642520999998,,,73.74813619999986,down,0.3817602999997689,None,73.74820649999947,73.7482288000001,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
46,0,46,None,,,None,,,46,0,46,0,73.7648337999999,,,,,,,,,,,,,,,,,,,,73.74838999999974,73.7648337999999,74.69782529999975,74.68152999999984,1,74.68468070000017,74.69782529999975,74.69782529999975,75.19789209999999,75.19789209999999,75.18148199999996,None,,,75.18153419999999,75.18156670000008,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
47,0,47,None,,,None,,,47,0,47,0,75.19789209999999,,,,,,,,,,,,,,,,,,,,75.1817476999995,75.19789209999999,75.9311674999999,75.91465049999988,1,75.91693380000015,75.9311674999999,75.9311674999999,76.43055279999953,76.43055279999953,76.41453769999953,None,,,76.41458419999981,76.41461619999973,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
48,0,48,None,,,None,,,48,0,48,0,76.43055279999953,,,,,,,,,,,,,,,,,,,,76.4147927999993,76.43055279999953,77.11434099999951,77.09790129999965,1,77.10089319999952,77.11434099999951,77.11434099999951,,,77.59804089999943,None,,,77.59812150000016,77.5981584000001,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
49,0,49,None,,,None,,,49,0,49,0,77.61462409999967,,,,,,,,,,,,,,,,,,,,77.59838390000004,77.61462409999967,78.19770329999938,78.18143919999966,2,78.18390499999987,78.19770329999938,78.19770329999938,78.69813720000002,78.69813720000002,78.6810747999998,None,,,78.68111559999943,78.68113519999952,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
50,0,50,None,,,None,,,50,0,50,0,78.69813720000002,,,,,,,,,,,,,,,,,,,,78.68127490000006,78.69813720000002,79.3975120999994,79.3814610999998,1,79.38366249999945,79.3975120999994,79.3975120999994,79.89773439999954,79.89773439999954,79.8816625999998,None,,,79.88171429999966,79.8817398000001,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
51,0,51,None,,,None,,,51,0,51,0,79.89773439999954,,,,,,,,,,,,,,,,,,,,79.88192739999977,79.89773439999954,80.83096579999983,80.81488159999935,2,80.81684319999931,80.83096579999983,80.83096579999983,81.33115889999954,81.33115889999954,81.31476829999974,None,,,81.31482139999935,81.31485429999975,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
52,0,52,up,0.4606819999999061,None,None,,,52,0,52,0,81.33115889999954,,,,,,,,,,,,,,,,,,,,81.31504739999946,81.33115889999954,81.88124890000017,81.86484310000014,1,81.86730709999938,81.88124890000017,81.88124890000017,82.38058579999961,82.38058579999961,82.36412889999974,up,0.4606819999999061,None,82.3641975999999,82.36423120000018,None,,,,,,,,,,009,001,2026-01-28_16h35.35.762,NESC3137_EEG_experiment,,2025.1.1,60.04934855465826,2026-01-28 16h36.01.195585 -0400,
